source_center,destination_center,route_type,time_of_day,median_segment_factor,median_segment_actual_time,median_segment_osrm_time,median_segment_osrm_distance,trip_count,source_name,destination_name
IND752050AAA,IND751002AAB,Carting,Evening,1.5,21.0,9.0,11.7065,3,Khurdha_JatniDPP_D (Orissa),Bhubaneshwar_Hub (Orissa)
IND752050AAA,IND751002AAB,Carting,Night,1.75,14.0,6.0,9.6205,3,Khurdha_JatniDPP_D (Orissa),Bhubaneshwar_Hub (Orissa)
IND752050AAA,IND752056AAA,Carting,Night,2.3333333333333335,14.0,6.0,9.6907,1,Khurdha_JatniDPP_D (Orissa),Khurdha_MdhsnDPP_D (Orissa)
IND752055AAA,IND751002AAB,Carting,Evening,1.7142857142857144,12.5,7.5,10.99285,4,Khurdha_MunplDPP_D (Orissa),Bhubaneshwar_Hub (Orissa)
IND752055AAA,IND752050AAA,Carting,Night,1.0,16.0,16.0,19.4503,1,Khurdha_MunplDPP_D (Orissa),Khurdha_JatniDPP_D (Orissa)
IND752056AAA,IND751002AAB,Carting,Night,2.0,12.0,6.0,9.469,3,Khurdha_MdhsnDPP_D (Orissa),Bhubaneshwar_Hub (Orissa)
IND754022AAA,IND751002AAB,FTL,Morning,2.0036764705882355,33.0,17.0,21.8535,6,Tangi_SriDPP_D (Orissa),Bhubaneshwar_Hub (Orissa)
IND754103AAA,IND754142AAA,FTL,Afternoon,2.0,58.0,23.0,23.843,3,Jagatsghpr_Markndpr_D (Orissa),Paradip_Udyabata_D (Orissa)
IND754142AAA,IND754211AAA,FTL,Afternoon,1.1296296296296295,30.5,13.0,18.2927,4,Paradip_Udyabata_D (Orissa),Kendrpara_Kapleswr_D (Orissa)
IND754160AAA,IND754142AAA,FTL,Afternoon,1.0,28.0,14.5,15.449,2,Tirtol_Central_D_2 (Orissa),Paradip_Udyabata_D (Orissa)
IND754202AAA,IND751002AAB,FTL,Afternoon,8.833333333333332,50.5,15.0,19.3298,2,Cuttack_SliprDPP_DC (Orissa),Bhubaneshwar_Hub (Orissa)
IND754211AAA,IND754202AAA,FTL,Afternoon,1.303030303030303,43.0,17.0,18.06305,2,Kendrpara_Kapleswr_D (Orissa),Cuttack_SliprDPP_DC (Orissa)
IND756019AAA,IND756029AAA,FTL,Night,1.3157894736842106,25.0,19.0,27.9843,1,Balasore_Ganeshwr_D (Orissa),Basta_Central_DPP_1 (Orissa)
IND756019AAA,IND756032AAA,FTL,Night,1.4705882352941178,25.0,17.0,24.8503,3,Balasore_Ganeshwr_D (Orissa),Jaleswar_NaturDPP_D (Orissa)
IND756019AAA,IND757001AAA,FTL,Morning,2.875,38.0,16.0,23.1935,3,Balasore_Ganeshwr_D (Orissa),Baripada_KalikDPP_D (Orissa)
IND756019AAA,IND757025AAA,FTL,Afternoon,1.973684210526316,22.5,10.0,14.9938,10,Balasore_Ganeshwr_D (Orissa),Betnoti_MhliaDPP_D (Orissa)
IND756019AAA,IND757025AAA,FTL,Morning,2.080409356725146,23.5,9.5,13.4022,6,Balasore_Ganeshwr_D (Orissa),Betnoti_MhliaDPP_D (Orissa)
IND756019AAA,IND757041AAA,FTL,Morning,1.0462121212121211,36.0,37.0,38.1733,2,Balasore_Ganeshwr_D (Orissa),Udala_NagplDPP_D (Orissa)
IND756029AAA,IND712311AAA,FTL,Night,1.85,33.0,18.5,26.73625,8,Basta_Central_DPP_1 (Orissa),Kolkata_Dankuni_HB (West Bengal)
IND756032AAA,IND712311AAA,FTL,Night,1.9,34.0,18.0,25.6778,63,Jaleswar_NaturDPP_D (Orissa),Kolkata_Dankuni_HB (West Bengal)
IND756045AAB,IND756019AAA,FTL,Night,1.6875,27.0,16.0,23.0528,1,Soro_UttarDPP_D (Orissa),Balasore_Ganeshwr_D (Orissa)
IND756100AAC,IND756045AAB,FTL,Night,1.2133333333333334,24.5,21.5,21.3146,2,Bhadrak_Central_I_2 (Orissa),Soro_UttarDPP_D (Orissa)
IND756100AAC,IND757037AAA,FTL,Evening,1.7380952380952381,59.5,35.0,37.6424,4,Bhadrak_Central_I_2 (Orissa),Karanjia_Sarubali_D (Orissa)
IND756100AAC,IND758001AAA,FTL,Afternoon,2.0350877192982457,55.0,18.0,19.6843,5,Bhadrak_Central_I_2 (Orissa),Kendujhar_Sirjudin_D (Orissa)
IND756100AAC,IND758001AAA,FTL,Evening,2.05718954248366,46.0,18.5,26.09845,16,Bhadrak_Central_I_2 (Orissa),Kendujhar_Sirjudin_D (Orissa)
IND756100AAC,IND758034AAA,FTL,Afternoon,2.3676470588235294,61.0,22.0,29.64815,28,Bhadrak_Central_I_2 (Orissa),Joda_Central_D_1 (Orissa)
IND756100AAC,IND758034AAA,FTL,Evening,1.8888888888888888,36.0,20.0,28.7633,53,Bhadrak_Central_I_2 (Orissa),Joda_Central_D_1 (Orissa)
IND757001AAA,IND757041AAA,FTL,Afternoon,2.1904761904761907,30.0,19.0,21.5412,5,Baripada_KalikDPP_D (Orissa),Udala_NagplDPP_D (Orissa)
IND757024AAA,IND756019AAA,FTL,Morning,1.8659680088251518,83.0,43.0,43.8951,2,Sankerko_AmbkaDPP_D (Orissa),Balasore_Ganeshwr_D (Orissa)
IND757025AAA,IND757001AAA,FTL,Afternoon,2.1176470588235294,31.0,15.0,21.9013,7,Betnoti_MhliaDPP_D (Orissa),Baripada_KalikDPP_D (Orissa)
IND757025AAA,IND757001AAA,FTL,Morning,2.0,17.0,8.5,12.47665,4,Betnoti_MhliaDPP_D (Orissa),Baripada_KalikDPP_D (Orissa)
IND757037AAA,IND756100AAC,FTL,Afternoon,2.0,54.0,26.0,28.125400000000003,29,Karanjia_Sarubali_D (Orissa),Bhadrak_Central_I_2 (Orissa)
IND757037AAA,IND756100AAC,FTL,Evening,2.386425339366516,83.5,26.5,29.15355,30,Karanjia_Sarubali_D (Orissa),Bhadrak_Central_I_2 (Orissa)
IND757037AAA,IND758001AAA,FTL,Evening,1.6972727272727273,39.5,23.5,28.226399999999998,2,Karanjia_Sarubali_D (Orissa),Kendujhar_Sirjudin_D (Orissa)
IND757041AAA,IND756019AAA,FTL,Afternoon,1.5238095238095237,40.0,37.0,33.374,5,Udala_NagplDPP_D (Orissa),Balasore_Ganeshwr_D (Orissa)
IND757041AAA,IND756019AAA,FTL,Morning,1.385135135135135,40.0,29.5,29.18905,2,Udala_NagplDPP_D (Orissa),Balasore_Ganeshwr_D (Orissa)
IND757041AAA,IND757001AAA,FTL,Morning,1.7198067632850242,36.5,20.5,22.482599999999998,2,Udala_NagplDPP_D (Orissa),Baripada_KalikDPP_D (Orissa)
IND758001AAA,IND757037AAA,FTL,Afternoon,1.7100840336134453,40.0,23.0,27.6742,4,Kendujhar_Sirjudin_D (Orissa),Karanjia_Sarubali_D (Orissa)
IND758001AAA,IND757037AAA,FTL,Evening,1.823586744639376,42.5,23.0,27.62685,2,Kendujhar_Sirjudin_D (Orissa),Karanjia_Sarubali_D (Orissa)
IND758001AAA,IND758035AAA,FTL,Evening,2.210526315789474,42.0,21.0,28.4325,9,Kendujhar_Sirjudin_D (Orissa),Barbil_PunjbiPd_D (Orissa)
IND758034AAA,IND756100AAC,FTL,Evening,1.7692307692307692,46.0,22.0,28.8107,7,Joda_Central_D_1 (Orissa),Bhadrak_Central_I_2 (Orissa)
IND758034AAA,IND757037AAA,FTL,Evening,1.9879629629629627,51.0,28.5,35.84465,6,Joda_Central_D_1 (Orissa),Karanjia_Sarubali_D (Orissa)
IND758034AAA,IND758001AAA,FTL,Afternoon,2.0526315789473686,32.0,16.0,23.4152,3,Joda_Central_D_1 (Orissa),Kendujhar_Sirjudin_D (Orissa)
IND758035AAA,IND758001AAA,FTL,Evening,1.6666666666666667,40.0,24.0,32.2386,3,Barbil_PunjbiPd_D (Orissa),Kendujhar_Sirjudin_D (Orissa)
IND759122AAC,IND767017AAA,Carting,Evening,1.7888888888888888,16.5,9.0,11.623999999999999,14,Angul_Central_I_2 (Orissa),Sonepur_BrezeDPP_D (Orissa)
IND760003AAB,IND754022AAA,FTL,Morning,2.3157894736842106,44.0,19.0,23.1861,5,Berhampur_Khajuria_I (Orissa),Tangi_SriDPP_D (Orissa)
IND760003AAB,IND761020AAA,FTL,Morning,2.5,35.0,14.0,20.2236,1,Berhampur_Khajuria_I (Orissa),Berhampur_Chatrpr_DC (Orissa)
IND761200AAA,IND532001AAB,FTL,Morning,2.1136363636363633,38.5,17.5,25.4431,6,Paralakhemundi_Ward14_D (Orissa),Srikakulam_Kuslpram_I (Andhra Pradesh)
IND761200AAA,IND532001AAB,FTL,Night,2.25,34.0,18.0,26.702199999999998,30,Paralakhemundi_Ward14_D (Orissa),Srikakulam_Kuslpram_I (Andhra Pradesh)
IND762001AAA,IND759122AAC,Carting,Evening,3.1470588235294117,17.0,8.0,11.0968,11,Phulbani_Krusphrma_D (Orissa),Angul_Central_I_2 (Orissa)
IND764001AAC,IND764059AAA,Carting,Evening,2.0,12.5,6.0,9.21755,30,Jeypore_Kelasahi_D (Orissa),Nabarangpr_PhdofDPP_D (Orissa)
IND764001AAC,IND764059AAA,Carting,Night,2.875,23.0,5.0,8.1695,5,Jeypore_Kelasahi_D (Orissa),Nabarangpr_PhdofDPP_D (Orissa)
IND764020AAC,IND764001AAC,Carting,Evening,1.125,13.5,6.5,8.5662,2,Koraput_GhtimDPP_D (Orissa),Jeypore_Kelasahi_D (Orissa)
IND764059AAA,IND764071AAB,Carting,Evening,2.4166666666666665,8.0,4.0,6.426349999999999,4,Nabarangpr_PhdofDPP_D (Orissa),Pappadahandi_Central_DPP_2 (Orissa)
IND764059AAA,IND764071AAB,Carting,Night,3.7857142857142856,8.5,4.0,6.1133,2,Nabarangpr_PhdofDPP_D (Orissa),Pappadahandi_Central_DPP_2 (Orissa)
IND764071AAB,IND530012AAA,Carting,Evening,1.837837837837838,13.0,7.0,10.6496,27,Pappadahandi_Central_DPP_2 (Orissa),Visakhapatnam_Gajuwaka_IP (Andhra Pradesh)
IND764071AAB,IND530012AAA,Carting,Night,12.042654028436019,2541.0,211.0,293.3271,1,Pappadahandi_Central_DPP_2 (Orissa),Visakhapatnam_Gajuwaka_IP (Andhra Pradesh)
IND764071AAB,IND764073AAA,Carting,Evening,2.138888888888889,15.0,6.5,9.36995,6,Pappadahandi_Central_DPP_2 (Orissa),Umerkote_Central_DPP_1 (Orissa)
IND767001AAA,IND762001AAA,Carting,Evening,2.0,23.0,11.0,15.9639,9,Balangir_Rjndpara_D (Orissa),Phulbani_Krusphrma_D (Orissa)
IND767001AAA,IND767017AAA,FTL,Evening,2.0,26.0,16.0,23.0935,9,Balangir_Rjndpara_D (Orissa),Sonepur_BrezeDPP_D (Orissa)
IND767017AAA,IND767001AAA,Carting,Evening,2.5,14.5,6.0,9.49595,6,Sonepur_BrezeDPP_D (Orissa),Balangir_Rjndpara_D (Orissa)
IND767017AAA,IND768004AAD,FTL,Evening,2.3266666666666667,43.5,23.0,25.26245,8,Sonepur_BrezeDPP_D (Orissa),Sambalpur_Central_H_2 (Orissa)
IND768004AAD,IND768028AAA,FTL,Evening,2.857142857142857,49.0,18.0,24.9595,4,Sambalpur_Central_H_2 (Orissa),Bargarh_JJCpxDPP_D (Orissa)
IND768004AAD,IND768028AAB,FTL,Evening,2.58125,40.0,15.5,22.04615,2,Sambalpur_Central_H_2 (Orissa),Bargarh_GurpdDPP_D (Orissa)
IND768028AAA,IND767001AAA,FTL,Evening,2.135416666666667,31.0,17.0,24.33365,4,Bargarh_JJCpxDPP_D (Orissa),Balangir_Rjndpara_D (Orissa)
IND768028AAB,IND767001AAA,FTL,Evening,2.2150735294117645,36.5,16.5,23.96185,4,Bargarh_GurpdDPP_D (Orissa),Balangir_Rjndpara_D (Orissa)
IND768201AAA,IND770001AAA,FTL,Evening,8.333333333333334,65.0,15.0,16.1644,2,Jharsuguda_MbRoad_D (Orissa),Sundargarh_DiyoDPP_D (Orissa)
IND768216AAA,IND770001AAA,FTL,Evening,1.9362745098039218,37.5,17.5,19.88755,10,Brajrajnagar_LamtiDPP_D (Orissa),Sundargarh_DiyoDPP_D (Orissa)
IND770001AAA,IND770017AAB,FTL,Evening,1.4744245524296675,31.0,21.0,23.735149999999997,18,Sundargarh_DiyoDPP_D (Orissa),Rajgangpur_Central_D_2 (Orissa)
IND781001AAA,IND781018AAB,Carting,Morning,1.9852941176470589,30.5,18.5,14.2912,8,Guwahati_UzanBazr_DC (Assam),Guwahati_Hub (Assam)
IND781001AAA,IND781018AAB,Carting,Night,3.0142857142857142,27.5,18.5,14.571299999999999,12,Guwahati_UzanBazr_DC (Assam),Guwahati_Hub (Assam)
IND781003AAA,IND781018AAB,Carting,Night,3.2794117647058822,57.0,18.5,14.07595,6,Guwahati_Chandmari (Assam),Guwahati_Hub (Assam)
IND781005AAA,IND781018AAB,Carting,Morning,2.181372549019608,22.0,18.0,17.58965,14,Guwahati_North (Assam),Guwahati_Hub (Assam)
IND781005AAA,IND781018AAB,Carting,Night,2.3257575757575757,23.5,9.5,10.835,6,Guwahati_North (Assam),Guwahati_Hub (Assam)
IND781014AAA,IND781102AAA,Carting,Morning,2.4642857142857144,19.0,7.5,11.4544,8,Guwahati_Jalukbari (Assam),Hajo_Sardala_D (Assam)
IND781014AAA,IND781124AAA,Carting,Night,2.1547619047619047,14.0,7.0,10.11965,30,Guwahati_Jalukbari (Assam),Chhaygaon_GwhRDDPP_D (Assam)
IND781018AAA,IND781018AAB,Carting,Morning,0.8611111111111112,31.0,36.0,34.7338,1,Guwahati_East (Assam),Guwahati_Hub (Assam)
IND781018AAA,IND781018AAB,Carting,Night,1.2647058823529411,43.0,34.0,33.39,1,Guwahati_East (Assam),Guwahati_Hub (Assam)
IND781018AAB,IND110037AAM,FTL,Evening,1.7647058823529411,36.0,21.0,29.476399999999998,536,Guwahati_Hub (Assam),Delhi_Airport_H (Delhi)
IND781018AAB,IND110037AAM,FTL,Night,1.75,37.0,20.0,28.6121,601,Guwahati_Hub (Assam),Delhi_Airport_H (Delhi)
IND781018AAB,IND712311AAA,FTL,Afternoon,2.3076923076923075,60.0,20.0,29.2424,99,Guwahati_Hub (Assam),Kolkata_Dankuni_HB (West Bengal)
IND781018AAB,IND712311AAA,FTL,Evening,2.0,52.0,20.0,27.4461,25,Guwahati_Hub (Assam),Kolkata_Dankuni_HB (West Bengal)
IND781018AAB,IND712311AAA,FTL,Morning,2.0,47.0,21.0,29.7102,25,Guwahati_Hub (Assam),Kolkata_Dankuni_HB (West Bengal)
IND781018AAB,IND781003AAA,Carting,Morning,2.0086805555555554,36.5,29.5,30.2012,12,Guwahati_Hub (Assam),Guwahati_Chandmari (Assam)
IND781018AAB,IND781003AAA,Carting,Night,1.1055555555555556,19.0,24.5,22.817800000000002,2,Guwahati_Hub (Assam),Guwahati_Chandmari (Assam)
IND781018AAB,IND781005AAA,Carting,Night,1.143939393939394,35.0,24.5,22.60385,12,Guwahati_Hub (Assam),Guwahati_North (Assam)
IND781018AAB,IND781022AAA,Carting,Morning,1.2621951219512195,18.0,20.0,19.9711,12,Guwahati_Hub (Assam),Guwahati_Sixmile (Assam)
IND781018AAB,IND781022AAA,Carting,Night,1.225,19.0,22.0,21.881,6,Guwahati_Hub (Assam),Guwahati_Sixmile (Assam)
IND781018AAB,IND781102AAA,Carting,Morning,1.875,17.0,8.0,11.7078,3,Guwahati_Hub (Assam),Hajo_Sardala_D (Assam)
IND781018AAB,IND781354AAA,FTL,Morning,1.7566619915848527,45.5,26.5,32.69555,12,Guwahati_Hub (Assam),Rangia_HosptlRd_D (Assam)
IND781018AAB,IND781354AAA,FTL,Night,1.5227272727272727,41.0,27.0,32.38365,4,Guwahati_Hub (Assam),Rangia_HosptlRd_D (Assam)
IND781018AAB,IND784001AAA,FTL,Morning,1.698611111111111,39.0,22.0,32.10855,24,Guwahati_Hub (Assam),Tezpur_Mhbhirab_D (Assam)
IND781018AAB,IND784125AAA,FTL,Afternoon,2.0,35.0,21.0,26.4407,3,Guwahati_Hub (Assam),Mangaldoi_LNBRoad_D (Assam)
IND781018AAB,IND784125AAA,FTL,Morning,1.85,37.0,20.0,26.3542,9,Guwahati_Hub (Assam),Mangaldoi_LNBRoad_D (Assam)
IND781018AAB,IND784168AAB,FTL,Morning,2.22733918128655,50.5,19.0,27.48825,8,Guwahati_Hub (Assam),Gohpur_Central_D_1 (Assam)
IND781018AAB,IND785001AAA,FTL,Morning,2.1629901960784315,37.0,19.0,27.1664,12,Guwahati_Hub (Assam),Jorhat_RicMilRd_D (Assam)
IND781018AAB,IND785001AAA,FTL,Night,1.9206349206349205,36.5,19.0,27.04665,12,Guwahati_Hub (Assam),Jorhat_RicMilRd_D (Assam)
IND781018AAB,IND785612AAB,FTL,Night,1.8125,32.5,17.0,24.3504,20,Guwahati_Hub (Assam),Bokakhat_MlnprDPP_D (Assam)
IND781018AAB,IND785621AAA,FTL,Night,1.8823529411764706,37.0,19.0,27.8457,11,Guwahati_Hub (Assam),Golaghat_BaruaRd_D (Assam)
IND781018AAB,IND788026AAC,FTL,Morning,2.627586206896552,77.5,29.5,42.528400000000005,16,Guwahati_Hub (Assam),Silchar_Sirikona_H (Assam)
IND781018AAB,IND788026AAC,FTL,Night,2.5833333333333335,79.0,29.0,41.7676,75,Guwahati_Hub (Assam),Silchar_Sirikona_H (Assam)
IND781018AAB,IND793001AAA,FTL,Afternoon,2.1923076923076925,70.0,29.0,41.3381,29,Guwahati_Hub (Assam),Shillong (Meghalaya)
IND781022AAA,IND781018AAB,Carting,Morning,1.4166666666666665,22.0,16.0,17.2329,14,Guwahati_Sixmile (Assam),Guwahati_Hub (Assam)
IND781022AAA,IND781018AAB,Carting,Night,1.5833333333333335,22.0,17.0,18.09185,10,Guwahati_Sixmile (Assam),Guwahati_Hub (Assam)
IND781102AAA,IND781018AAB,Carting,Morning,1.9411764705882353,66.0,34.0,38.2956,3,Hajo_Sardala_D (Assam),Guwahati_Hub (Assam)
IND781124AAA,IND781018AAB,Carting,Night,2.6666666666666665,17.0,7.0,10.629950000000001,16,Chhaygaon_GwhRDDPP_D (Assam),Guwahati_Hub (Assam)
IND781335AAA,IND000000AET,FTL,Morning,1.7826086956521738,41.0,23.0,32.7961,9,Nalbari_Bhgtpura_D (Assam),Barpeta_ShivBari_D (Assam)
IND781335AAA,IND000000AET,FTL,Night,1.9565217391304348,43.0,23.0,26.9672,3,Nalbari_Bhgtpura_D (Assam),Barpeta_ShivBari_D (Assam)
IND781354AAA,IND781335AAA,FTL,Morning,3.1333333333333333,47.0,15.0,19.553350000000002,2,Rangia_HosptlRd_D (Assam),Nalbari_Bhgtpura_D (Assam)
IND783129AAA,IND794101AAA,FTL,Morning,1.975146198830409,50.5,21.0,30.105249999999998,4,Lakhipur_WrdN4DPP_D (Assam),Tura_Sracmplx_D (Meghalaya)
IND783301AAA,IND783348AAA,FTL,Morning,2.0,33.0,16.0,21.5882,16,Dhubri_Tetultol_D (Assam),Bilasipara_Wardno5_D (Assam)
IND783301AAA,IND783348AAA,FTL,Night,1.908906882591093,35.5,16.0,21.6277,6,Dhubri_Tetultol_D (Assam),Bilasipara_Wardno5_D (Assam)
IND783348AAA,IND783129AAA,FTL,Morning,1.7037037037037037,48.5,27.0,33.396100000000004,24,Bilasipara_Wardno5_D (Assam),Lakhipur_WrdN4DPP_D (Assam)
IND783348AAA,IND783129AAA,FTL,Night,1.5543478260869565,42.5,28.0,32.723949999999995,6,Bilasipara_Wardno5_D (Assam),Lakhipur_WrdN4DPP_D (Assam)
IND783370AAB,IND783301AAA,FTL,Morning,2.15,42.0,20.0,28.686100000000003,6,Kokrajhar_HplrdDPP_D (Assam),Dhubri_Tetultol_D (Assam)
IND783370AAC,IND783301AAA,FTL,Morning,2.3,43.0,20.0,29.2059,15,Kokrajhar_PigonDPP_D (Assam),Dhubri_Tetultol_D (Assam)
IND783370AAC,IND783301AAA,FTL,Night,1.9090909090909092,38.0,19.0,27.789,9,Kokrajhar_PigonDPP_D (Assam),Dhubri_Tetultol_D (Assam)
IND784001AAA,IND784101AAA,Carting,Morning,2.1666666666666665,13.0,6.0,8.8171,3,Tezpur_Mhbhirab_D (Assam),Balipara_EragnDPP_D (Assam)
IND784001AAA,IND784168AAB,FTL,Morning,2.1577380952380953,44.5,20.0,28.749,4,Tezpur_Mhbhirab_D (Assam),Gohpur_Central_D_1 (Assam)
IND784001AAA,IND790114AAA,Carting,Night,3.2857142857142856,35.0,7.0,10.35705,4,Tezpur_Mhbhirab_D (Assam),Bhalukpong_Khenewa_D (Arunachal Pradesh)
IND784001AAA,IND791111AAC,FTL,Morning,2.230769230769231,60.0,23.0,33.0525,15,Tezpur_Mhbhirab_D (Assam),Itanagar_WageDPP_D (Arunachal Pradesh)
IND784101AAA,IND790114AAA,Carting,Morning,1.2777777777777777,16.0,13.0,14.2866,3,Balipara_EragnDPP_D (Assam),Bhalukpong_Khenewa_D (Arunachal Pradesh)
IND784110AAA,IND781018AAB,FTL,Afternoon,1.1764705882352942,22.0,19.0,27.5031,7,Dhekiajuli_Wardno5_D (Assam),Guwahati_Hub (Assam)
IND784110AAA,IND784001AAA,FTL,Morning,2.975,32.5,12.5,17.852800000000002,4,Dhekiajuli_Wardno5_D (Assam),Tezpur_Mhbhirab_D (Assam)
IND784125AAA,IND784110AAA,FTL,Afternoon,2.588235294117647,44.0,17.0,25.0732,3,Mangaldoi_LNBRoad_D (Assam),Dhekiajuli_Wardno5_D (Assam)
IND784125AAA,IND784110AAA,FTL,Morning,2.322857142857143,34.0,16.5,23.87385,6,Mangaldoi_LNBRoad_D (Assam),Dhekiajuli_Wardno5_D (Assam)
IND784168AAB,IND784176AAA,FTL,Afternoon,2.25,42.0,19.0,27.4645,3,Gohpur_Central_D_1 (Assam),Bishwanath_ChrliDPP_D (Assam)
IND784168AAB,IND784176AAA,FTL,Morning,2.428104575163399,39.5,17.5,25.916850000000004,14,Gohpur_Central_D_1 (Assam),Bishwanath_ChrliDPP_D (Assam)
IND784168AAB,IND791111AAC,FTL,Morning,2.8369565217391304,39.0,12.5,18.065099999999997,4,Gohpur_Central_D_1 (Assam),Itanagar_WageDPP_D (Arunachal Pradesh)
IND784176AAA,IND781018AAB,FTL,Morning,2.0782828282828283,50.0,20.5,30.30395,32,Bishwanath_ChrliDPP_D (Assam),Guwahati_Hub (Assam)
IND785001AAA,IND785112AAC,Carting,Evening,2.2,14.0,6.0,8.7256,9,Jorhat_RicMilRd_D (Assam),Teok_Wardno3_D (Assam)
IND785001AAA,IND785682AAA,FTL,Morning,1.7833333333333332,21.0,11.5,17.3003,6,Jorhat_RicMilRd_D (Assam),Sivasagar_Babupaty_D (Assam)
IND785001AAA,IND785682AAA,FTL,Night,1.8235294117647058,36.0,16.0,23.8217,27,Jorhat_RicMilRd_D (Assam),Sivasagar_Babupaty_D (Assam)
IND785001AAA,IND798601AAA,Carting,Evening,3.2857142857142856,28.0,7.0,10.1906,7,Jorhat_RicMilRd_D (Assam),Mokokchung_Central_D_1 (Nagaland)
IND785112AAC,IND785001AAA,Carting,Evening,15.085526315789474,292.0,19.5,28.3002,2,Teok_Wardno3_D (Assam),Jorhat_RicMilRd_D (Assam)
IND785112AAC,IND785634AAA,Carting,Evening,2.1597222222222223,18.0,7.5,11.0607,6,Teok_Wardno3_D (Assam),Mariani_Mainroad_D (Assam)
IND785612AAB,IND781018AAB,FTL,Morning,2.0,33.0,17.0,24.8604,9,Bokakhat_MlnprDPP_D (Assam),Guwahati_Hub (Assam)
IND785612AAB,IND785621AAA,FTL,Night,1.7110389610389611,30.5,18.0,24.390900000000002,2,Bokakhat_MlnprDPP_D (Assam),Golaghat_BaruaRd_D (Assam)
IND785621AAA,IND785001AAA,FTL,Night,1.606837606837607,34.0,21.0,24.874000000000002,6,Golaghat_BaruaRd_D (Assam),Jorhat_RicMilRd_D (Assam)
IND785634AAA,IND785001AAA,Carting,Evening,31.2,468.0,16.0,19.7611,3,Mariani_Mainroad_D (Assam),Jorhat_RicMilRd_D (Assam)
IND785675AAA,IND785612AAB,FTL,Night,2.1538461538461537,35.0,18.0,26.1701,7,Moranhat_TiloiDPP_D (Assam),Bokakhat_MlnprDPP_D (Assam)
IND785682AAA,IND785690AAB,Carting,Night,2.7857142857142856,19.5,6.5,9.9862,10,Sivasagar_Babupaty_D (Assam),Sonari_Central_DPP_1 (Assam)
IND785682AAA,IND786001AAB,FTL,Morning,2.3043478260869565,53.0,23.0,33.6307,3,Sivasagar_Babupaty_D (Assam),Dibrugarh_Bokule_H (Assam)
IND785682AAA,IND786001AAB,FTL,Night,2.0,43.0,23.0,34.011199999999995,27,Sivasagar_Babupaty_D (Assam),Dibrugarh_Bokule_H (Assam)
IND785690AAB,IND785682AAA,Carting,Night,3.380952380952381,26.0,8.0,11.36125,70,Sonari_Central_DPP_1 (Assam),Sivasagar_Babupaty_D (Assam)
IND786001AAB,IND785675AAA,FTL,Night,2.111111111111111,45.0,14.0,20.1264,6,Dibrugarh_Bokule_H (Assam),Moranhat_TiloiDPP_D (Assam)
IND786001AAB,IND786125AAA,Carting,Night,2.2857142857142856,14.0,6.0,9.7293,5,Dibrugarh_Bokule_H (Assam),Tinusukia_Chrwpaty_D (Assam)
IND786001AAB,IND786171AAA,Carting,Night,2.0,16.0,8.0,10.1417,89,Dibrugarh_Bokule_H (Assam),Digboi_JyotiNgr_D (Assam)
IND786001AAB,IND786184AAA,Carting,Night,1.75,10.0,6.0,9.1462,29,Dibrugarh_Bokule_H (Assam),Chabua_CollgeRD_D (Assam)
IND786001AAB,IND786190AAA,Carting,Night,1.7142857142857142,12.0,7.0,11.0486,7,Dibrugarh_Bokule_H (Assam),DoomDooma_Pthrgoan_D (Assam)
IND786001AAB,IND786602AAA,Carting,Night,1.5277777777777777,12.0,8.0,9.66255,48,Dibrugarh_Bokule_H (Assam),Duliajan_StatonRd_D (Assam)
IND786001AAB,IND792103AAB,Carting,Night,1.9,16.0,7.5,11.65,10,Dibrugarh_Bokule_H (Assam),Namsai_HelipadRD_D (Arunachal Pradesh)
IND786125AAA,IND786190AAA,Carting,Night,2.416666666666667,14.5,6.0,9.61375,20,Tinusukia_Chrwpaty_D (Assam),DoomDooma_Pthrgoan_D (Assam)
IND786171AAA,IND786181AAC,Carting,Night,2.25,12.0,7.0,10.322299999999998,21,Digboi_JyotiNgr_D (Assam),Margherita_CivilHPL_D (Assam)
IND786181AAC,IND786001AAB,Carting,Night,2.0,19.5,9.0,10.76325,106,Margherita_CivilHPL_D (Assam),Dibrugarh_Bokule_H (Assam)
IND786181AAC,IND792120AAB,Carting,Morning,7.496894409937888,70.0,6.5,10.12295,6,Margherita_CivilHPL_D (Assam),Changlang_Central_D_1 (Arunachal Pradesh)
IND786181AAC,IND792120AAB,Carting,Night,3.9605263157894735,64.5,6.0,9.5018,20,Margherita_CivilHPL_D (Assam),Changlang_Central_D_1 (Arunachal Pradesh)
IND786181AAC,IND792121AAB,Carting,Morning,3.0,19.5,7.0,10.66735,28,Margherita_CivilHPL_D (Assam),Jairampur_Mdiclcly_D (Arunachal Pradesh)
IND786181AAC,IND792121AAB,Carting,Night,2.6,18.0,7.0,10.387450000000001,16,Margherita_CivilHPL_D (Assam),Jairampur_Mdiclcly_D (Arunachal Pradesh)
IND786184AAA,IND786125AAA,Carting,Night,2.6666666666666665,19.0,6.0,9.7937,11,Chabua_CollgeRD_D (Assam),Tinusukia_Chrwpaty_D (Assam)
IND786184AAA,IND786190AAA,Carting,Night,1.75,12.0,8.0,10.36,9,Chabua_CollgeRD_D (Assam),DoomDooma_Pthrgoan_D (Assam)
IND786190AAA,IND786001AAB,Carting,Night,2.4,15.0,7.0,10.9391,7,DoomDooma_Pthrgoan_D (Assam),Dibrugarh_Bokule_H (Assam)
