source_center,destination_center,route_type,time_of_day,median_segment_factor,median_segment_actual_time,median_segment_osrm_time,median_segment_osrm_distance,trip_count,source_name,destination_name
IND000000AAL,IND411033AAA,Carting,Afternoon,2.4166666666666665,35.0,15.0,14.8485,21,Pune_PC (Maharashtra),Pune_Tathawde_H (Maharashtra)
IND000000AAL,IND411033AAA,Carting,Evening,2.0,29.0,14.0,13.98095,10,Pune_PC (Maharashtra),Pune_Tathawde_H (Maharashtra)
IND000000AAL,IND411033AAA,Carting,Morning,3.1974358974358976,43.5,14.0,14.22935,2,Pune_PC (Maharashtra),Pune_Tathawde_H (Maharashtra)
IND000000AAL,IND411033AAA,Carting,Night,1.8666666666666667,26.0,12.5,13.4413,4,Pune_PC (Maharashtra),Pune_Tathawde_H (Maharashtra)
IND000000AAQ,IND700028AAB,Carting,Night,4.9393939393939394,33.0,7.0,6.924899999999999,4,Barasat_KrshnNgr_D (West Bengal),CCU_DumDum_DPC (West Bengal)
IND000000AAS,IND783370AAC,FTL,Morning,1.7857142857142856,35.0,15.0,21.225450000000002,12,Bongaigaon_Chpaguri_D (Assam),Kokrajhar_PigonDPP_D (Assam)
IND000000AAS,IND783370AAC,FTL,Night,1.8422619047619047,34.5,14.5,20.94415,6,Bongaigaon_Chpaguri_D (Assam),Kokrajhar_PigonDPP_D (Assam)
IND000000AAZ,IND444203AAA,FTL,Evening,3.2083333333333335,101.0,24.0,32.8635,3,Buldhana_Thsil3PL_D (Maharashtra),Shegaon_SChwkDPP_D (Maharashtra)
IND000000AAZ,IND444303AAA,FTL,Evening,2.0434782608695654,47.0,23.0,29.6238,3,Buldhana_Thsil3PL_D (Maharashtra),Khamgaon_WamanDPP_D (Maharashtra)
IND000000ABA,IND683565AAA,Carting,Afternoon,0.4523809523809524,9.5,11.0,9.1186,2,Cochin_Chtrpuza_D (Kerala),Kunnathund_Pringla_D (Kerala)
IND000000ABA,IND683565AAA,Carting,Evening,1.0,22.0,13.0,11.3572,11,Cochin_Chtrpuza_D (Kerala),Kunnathund_Pringla_D (Kerala)
IND000000ABD,IND562132AAA,FTL,Afternoon,1.391304347826087,44.0,31.0,28.538,79,Pallakad_ChndrNgr_D (Kerala),Bangalore_Nelmngla_H (Karnataka)
IND000000ABD,IND562132AAA,FTL,Evening,1.5185185185185186,47.0,28.0,30.1801,65,Pallakad_ChndrNgr_D (Kerala),Bangalore_Nelmngla_H (Karnataka)
IND000000ABG,IND501359AAF,Carting,Afternoon,2.090909090909091,18.0,11.0,11.1504,41,Hyderabad_Bownplly_C (Telangana),Hyderabad_Shamshbd_P (Telangana)
IND000000ACA,IND140406AAA,FTL,Night,1.7421052631578946,24.0,15.0,22.3552,6,Ludhiana_MilrGanj_HB (Punjab),SirhindFatehgarh_DC (Punjab)
IND000000ACA,IND142001AAB,FTL,Afternoon,1.5147058823529411,24.0,16.0,22.750799999999998,36,Ludhiana_MilrGanj_HB (Punjab),Moga_DPC (Punjab)
IND000000ACA,IND142401AAA,FTL,Night,2.3333333333333335,24.0,15.0,21.73595,24,Ludhiana_MilrGanj_HB (Punjab),Khanna_DC (Punjab)
IND000000ACA,IND143001AAA,FTL,Afternoon,1.625,31.0,17.0,25.1575,7,Ludhiana_MilrGanj_HB (Punjab),Amritsar_DPC (Punjab)
IND000000ACA,IND144001AAB,FTL,Afternoon,1.6153846153846154,28.0,17.0,24.9714,48,Ludhiana_MilrGanj_HB (Punjab),Jalandhar_DPC (Punjab)
IND000000ACA,IND144001AAB,FTL,Evening,1.5789473684210527,30.0,19.0,25.1857,3,Ludhiana_MilrGanj_HB (Punjab),Jalandhar_DPC (Punjab)
IND000000ACA,IND144514AAA,FTL,Evening,2.2743589743589743,83.0,34.5,34.44965,2,Ludhiana_MilrGanj_HB (Punjab),Nawanshahr_DC (Punjab)
IND000000ACA,IND144514AAA,FTL,Night,1.2051282051282053,38.5,34.5,30.464000000000002,22,Ludhiana_MilrGanj_HB (Punjab),Nawanshahr_DC (Punjab)
IND000000ACA,IND147301AAA,FTL,Night,2.0555555555555554,25.5,17.0,22.672250000000002,6,Ludhiana_MilrGanj_HB (Punjab),Mandi_Gobindgarh_DC (Punjab)
IND000000ACA,IND152026AAA,FTL,Afternoon,1.411764705882353,24.0,17.0,22.7161,7,Ludhiana_MilrGanj_HB (Punjab),Muktsar_DPC (Punjab)
IND000000ACA,IND160002AAC,Carting,Night,1.6666666666666667,10.0,6.5,9.7844,10,Ludhiana_MilrGanj_HB (Punjab),Chandigarh_Mehmdpur_H (Punjab)
IND000000ACA,IND160002AAC,FTL,Afternoon,2.1291666666666664,32.0,15.0,22.159599999999998,120,Ludhiana_MilrGanj_HB (Punjab),Chandigarh_Mehmdpur_H (Punjab)
IND000000ACA,IND160002AAC,FTL,Evening,1.8666666666666667,30.0,15.5,22.68445,52,Ludhiana_MilrGanj_HB (Punjab),Chandigarh_Mehmdpur_H (Punjab)
IND000000ACA,IND160002AAC,FTL,Morning,1.7333333333333334,27.0,15.0,22.3327,121,Ludhiana_MilrGanj_HB (Punjab),Chandigarh_Mehmdpur_H (Punjab)
IND000000ACB,IND000000AEL,Carting,Afternoon,1.9375,19.0,9.5,10.810649999999999,12,Gurgaon_Bilaspur_HB (Haryana),Delhi_PunjabiB_L (Delhi)
IND000000ACB,IND000000AEL,Carting,Evening,1.4807692307692308,16.0,10.0,10.686399999999999,84,Gurgaon_Bilaspur_HB (Haryana),Delhi_PunjabiB_L (Delhi)
IND000000ACB,IND000000AEL,Carting,Night,2.126984126984127,20.0,10.5,11.161650000000002,42,Gurgaon_Bilaspur_HB (Haryana),Delhi_PunjabiB_L (Delhi)
IND000000ACB,IND110024AAA,Carting,Afternoon,1.7571428571428571,21.5,12.0,12.1812,36,Gurgaon_Bilaspur_HB (Haryana),Delhi_Lajpat_IP (Delhi)
IND000000ACB,IND110030AAD,Carting,Afternoon,1.5555555555555556,12.0,9.0,10.129950000000001,100,Gurgaon_Bilaspur_HB (Haryana),Delhi_Kishangarh_DPC (Delhi)
IND000000ACB,IND110030AAD,Carting,Evening,1.6,12.0,11.0,11.9139,15,Gurgaon_Bilaspur_HB (Haryana),Delhi_Kishangarh_DPC (Delhi)
IND000000ACB,IND110030AAD,Carting,Night,1.9047619047619047,14.0,12.0,12.8497,19,Gurgaon_Bilaspur_HB (Haryana),Delhi_Kishangarh_DPC (Delhi)
IND000000ACB,IND110037AAK,Carting,Evening,1.5384615384615385,15.0,9.0,10.330649999999999,138,Gurgaon_Bilaspur_HB (Haryana),Delhi_Kapshera_L (Delhi)
IND000000ACB,IND110037AAK,Carting,Night,1.5,14.5,9.0,9.943200000000001,20,Gurgaon_Bilaspur_HB (Haryana),Delhi_Kapshera_L (Delhi)
IND000000ACB,IND110043AAA,Carting,Afternoon,1.7777777777777777,14.0,9.0,10.13505,52,Gurgaon_Bilaspur_HB (Haryana),Delhi_Nangli_IP (Delhi)
IND000000ACB,IND110043AAA,Carting,Evening,1.66875,15.0,9.0,9.892,8,Gurgaon_Bilaspur_HB (Haryana),Delhi_Nangli_IP (Delhi)
IND000000ACB,IND110043AAA,Carting,Night,2.5714285714285716,20.0,12.0,10.5895,7,Gurgaon_Bilaspur_HB (Haryana),Delhi_Nangli_IP (Delhi)
IND000000ACB,IND110043AAC,Carting,Afternoon,1.8911764705882352,22.5,11.5,12.79005,10,Gurgaon_Bilaspur_HB (Haryana),Delhi_Nangli_L (Delhi)
IND000000ACB,IND110043AAC,Carting,Night,1.5384615384615385,18.0,13.0,13.7966,35,Gurgaon_Bilaspur_HB (Haryana),Delhi_Nangli_L (Delhi)
IND000000ACB,IND110052AAA,Carting,Evening,1.5,13.0,9.0,9.8728,14,Gurgaon_Bilaspur_HB (Haryana),Delhi_Wazirpur_L (Delhi)
IND000000ACB,IND110064AAA,Carting,Afternoon,1.5,15.0,10.0,10.6156,114,Gurgaon_Bilaspur_HB (Haryana),Delhi_Mayapuri_PC (Delhi)
IND000000ACB,IND110064AAA,Carting,Evening,1.2111111111111112,11.0,9.0,10.2714,84,Gurgaon_Bilaspur_HB (Haryana),Delhi_Mayapuri_PC (Delhi)
IND000000ACB,IND110064AAA,Carting,Night,1.4,14.0,10.0,10.9558,88,Gurgaon_Bilaspur_HB (Haryana),Delhi_Mayapuri_PC (Delhi)
IND000000ACB,IND110085AAB,Carting,Afternoon,1.4444444444444444,14.0,10.0,10.58495,116,Gurgaon_Bilaspur_HB (Haryana),Delhi_Rohini_DPC (Delhi)
IND000000ACB,IND110085AAB,Carting,Evening,1.0833333333333333,12.0,13.0,11.3793,21,Gurgaon_Bilaspur_HB (Haryana),Delhi_Rohini_DPC (Delhi)
IND000000ACB,IND110085AAB,Carting,Night,1.58125,14.5,10.0,10.9932,28,Gurgaon_Bilaspur_HB (Haryana),Delhi_Rohini_DPC (Delhi)
IND000000ACB,IND110092AAC,Carting,Afternoon,1.7046783625730995,14.0,10.0,10.018450000000001,14,Gurgaon_Bilaspur_HB (Haryana),Delhi_Patparganj_DPC (Delhi)
IND000000ACB,IND110092AAC,Carting,Evening,1.0909090909090908,13.0,11.0,12.1135,21,Gurgaon_Bilaspur_HB (Haryana),Delhi_Patparganj_DPC (Delhi)
IND000000ACB,IND110095AAB,Carting,Evening,0.9198717948717949,11.0,11.0,10.78555,126,Gurgaon_Bilaspur_HB (Haryana),Delhi_Jhilmil_L (Delhi)
IND000000ACB,IND110095AAB,Carting,Night,2.174242424242424,25.0,10.0,11.1725,140,Gurgaon_Bilaspur_HB (Haryana),Delhi_Jhilmil_L (Delhi)
IND000000ACB,IND121002AAB,Carting,Afternoon,2.0,20.0,10.5,10.6205,84,Gurgaon_Bilaspur_HB (Haryana),Faridabad_Mthurard_L (Haryana)
IND000000ACB,IND121002AAB,Carting,Evening,1.422222222222222,16.0,11.0,12.08755,132,Gurgaon_Bilaspur_HB (Haryana),Faridabad_Mthurard_L (Haryana)
IND000000ACB,IND121002AAB,Carting,Morning,1.7333333333333334,23.0,11.5,10.8773,6,Gurgaon_Bilaspur_HB (Haryana),Faridabad_Mthurard_L (Haryana)
IND000000ACB,IND121002AAB,Carting,Night,1.75,21.0,12.0,11.3595,119,Gurgaon_Bilaspur_HB (Haryana),Faridabad_Mthurard_L (Haryana)
IND000000ACB,IND121004AAB,Carting,Evening,1.5625,18.0,11.0,11.2022,95,Gurgaon_Bilaspur_HB (Haryana),FBD_Balabhgarh_DPC (Haryana)
IND000000ACB,IND121004AAB,Carting,Night,1.6785714285714284,19.0,11.0,11.1778,90,Gurgaon_Bilaspur_HB (Haryana),FBD_Balabhgarh_DPC (Haryana)
IND000000ACB,IND122001AAA,Carting,Afternoon,1.5902777777777777,14.0,9.0,10.4391,62,Gurgaon_Bilaspur_HB (Haryana),GGN_DPC (Haryana)
IND000000ACB,IND122001AAA,Carting,Evening,1.2,11.5,9.0,10.40525,76,Gurgaon_Bilaspur_HB (Haryana),GGN_DPC (Haryana)
IND000000ACB,IND122001AAA,Carting,Morning,1.5,17.0,9.0,10.20655,12,Gurgaon_Bilaspur_HB (Haryana),GGN_DPC (Haryana)
IND000000ACB,IND122001AAA,Carting,Night,1.5,15.0,9.0,10.36325,74,Gurgaon_Bilaspur_HB (Haryana),GGN_DPC (Haryana)
IND000000ACB,IND122015AAC,Carting,Morning,1.8333333333333335,19.0,10.0,11.16365,4,Gurgaon_Bilaspur_HB (Haryana),Unknown_Destination
IND000000ACB,IND122015AAC,Carting,Night,2.125,21.0,8.5,9.3951,4,Gurgaon_Bilaspur_HB (Haryana),Unknown_Destination
IND000000ACB,IND124103AAA,FTL,Evening,1.6896551724137931,41.0,24.0,24.8383,29,Gurgaon_Bilaspur_HB (Haryana),Jhajjar_DC (Haryana)
IND000000ACB,IND124112AAA,FTL,Morning,1.72,43.0,25.0,24.4,5,Gurgaon_Bilaspur_HB (Haryana),Meham_GModDPP_D (Haryana)
IND000000ACB,IND124112AAA,FTL,Night,1.5425925925925927,36.0,25.5,24.284750000000003,30,Gurgaon_Bilaspur_HB (Haryana),Meham_GModDPP_D (Haryana)
IND000000ACB,IND125001AAA,FTL,Afternoon,1.4742857142857142,32.5,24.5,24.088050000000003,14,Gurgaon_Bilaspur_HB (Haryana),Hisar_ModelTwn_P (Haryana)
IND000000ACB,IND125001AAA,FTL,Morning,1.6071428571428572,35.0,25.0,23.7898,49,Gurgaon_Bilaspur_HB (Haryana),Hisar_ModelTwn_P (Haryana)
IND000000ACB,IND125001AAA,FTL,Night,1.7416666666666667,38.0,25.0,23.91675,42,Gurgaon_Bilaspur_HB (Haryana),Hisar_ModelTwn_P (Haryana)
IND000000ACB,IND125005AAA,FTL,Afternoon,1.5750000000000002,33.5,25.0,23.93455,28,Gurgaon_Bilaspur_HB (Haryana),Hisar_IndstlAr_I (Haryana)
IND000000ACB,IND125033AAA,FTL,Night,1.6944444444444444,39.0,21.5,24.77195,12,Gurgaon_Bilaspur_HB (Haryana),Hansi_DelRdDPP_D (Haryana)
IND000000ACB,IND127021AAA,FTL,Evening,1.9283088235294117,35.0,26.5,25.605150000000002,10,Gurgaon_Bilaspur_HB (Haryana),Bhiwani_DC (Haryana)
IND000000ACB,IND131028AAB,Carting,Afternoon,0.755,18.5,21.0,15.05125,120,Gurgaon_Bilaspur_HB (Haryana),Sonipat_Kundli_H (Haryana)
IND000000ACB,IND131028AAB,Carting,Evening,1.5119047619047619,20.0,19.0,14.4829,128,Gurgaon_Bilaspur_HB (Haryana),Sonipat_Kundli_H (Haryana)
IND000000ACB,IND131028AAB,Carting,Morning,0.9428104575163399,19.5,21.0,15.54665,162,Gurgaon_Bilaspur_HB (Haryana),Sonipat_Kundli_H (Haryana)
IND000000ACB,IND131028AAB,Carting,Night,0.9,19.0,21.0,15.212,331,Gurgaon_Bilaspur_HB (Haryana),Sonipat_Kundli_H (Haryana)
IND000000ACB,IND160002AAC,FTL,Afternoon,1.75,31.0,18.0,25.1189,56,Gurgaon_Bilaspur_HB (Haryana),Chandigarh_Mehmdpur_H (Punjab)
IND000000ACB,IND160002AAC,FTL,Evening,1.8666666666666667,35.0,18.0,24.9271,167,Gurgaon_Bilaspur_HB (Haryana),Chandigarh_Mehmdpur_H (Punjab)
IND000000ACB,IND160002AAC,FTL,Morning,1.9761904761904763,38.0,18.0,25.2622,154,Gurgaon_Bilaspur_HB (Haryana),Chandigarh_Mehmdpur_H (Punjab)
IND000000ACB,IND160002AAC,FTL,Night,1.7222222222222223,33.0,18.0,25.1571,279,Gurgaon_Bilaspur_HB (Haryana),Chandigarh_Mehmdpur_H (Punjab)
IND000000ACB,IND201001AAC,Carting,Afternoon,1.6666666666666667,12.0,7.0,10.9496,9,Gurgaon_Bilaspur_HB (Haryana),Ghaziabad_Central_L_8 (Uttar Pradesh)
IND000000ACB,IND201001AAC,Carting,Evening,1.4285714285714286,10.0,10.0,15.7642,27,Gurgaon_Bilaspur_HB (Haryana),Ghaziabad_Central_L_8 (Uttar Pradesh)
IND000000ACB,IND201007AAA,Carting,Afternoon,1.4642857142857144,16.0,12.0,10.83585,14,Gurgaon_Bilaspur_HB (Haryana),GZB_Mohan_Nagar_DPC (Uttar Pradesh)
IND000000ACB,IND201007AAA,Carting,Evening,1.0,12.0,11.0,12.3909,21,Gurgaon_Bilaspur_HB (Haryana),GZB_Mohan_Nagar_DPC (Uttar Pradesh)
IND000000ACB,IND201007AAA,Carting,Night,1.4575163398692812,18.0,14.0,11.93385,28,Gurgaon_Bilaspur_HB (Haryana),GZB_Mohan_Nagar_DPC (Uttar Pradesh)
IND000000ACB,IND201301AAF,Carting,Afternoon,1.2999999999999998,15.5,11.5,11.66675,14,Gurgaon_Bilaspur_HB (Haryana),Noida_Sec 02_DPC (Uttar Pradesh)
IND000000ACB,IND201301AAF,Carting,Evening,1.0909090909090908,12.0,11.0,11.7313,21,Gurgaon_Bilaspur_HB (Haryana),Noida_Sec 02_DPC (Uttar Pradesh)
IND000000ACB,IND201301AAF,Carting,Night,1.6,20.0,11.0,11.5255,27,Gurgaon_Bilaspur_HB (Haryana),Noida_Sec 02_DPC (Uttar Pradesh)
IND000000ACB,IND201301AAM,Carting,Afternoon,1.6666666666666667,22.0,13.0,12.5469,58,Gurgaon_Bilaspur_HB (Haryana),Noida_Sector63_L (Uttar Pradesh)
IND000000ACB,IND201301AAM,Carting,Evening,1.490566037735849,15.0,11.0,11.6872,127,Gurgaon_Bilaspur_HB (Haryana),Noida_Sector63_L (Uttar Pradesh)
IND000000ACB,IND201301AAM,Carting,Night,2.0,23.0,10.0,10.8259,119,Gurgaon_Bilaspur_HB (Haryana),Noida_Sector63_L (Uttar Pradesh)
IND000000ACB,IND209304AAA,FTL,Evening,1.8377192982456139,36.0,18.0,25.61385,180,Gurgaon_Bilaspur_HB (Haryana),Kanpur_Central_H_6 (Uttar Pradesh)
IND000000ACB,IND209304AAA,FTL,Night,1.894736842105263,34.0,18.0,25.2819,89,Gurgaon_Bilaspur_HB (Haryana),Kanpur_Central_H_6 (Uttar Pradesh)
IND000000ACB,IND282002AAD,FTL,Morning,1.6485294117647058,30.0,18.0,24.45705,72,Gurgaon_Bilaspur_HB (Haryana),Unknown_Destination
IND000000ACB,IND301001AAB,FTL,Afternoon,0.6986111111111111,33.0,43.5,26.1128,16,Gurgaon_Bilaspur_HB (Haryana),Alwar_Central_I_1 (Rajasthan)
IND000000ACB,IND301001AAB,FTL,Morning,0.7847780126849895,38.0,43.5,26.68745,8,Gurgaon_Bilaspur_HB (Haryana),Alwar_Central_I_1 (Rajasthan)
IND000000ACB,IND301705AAA,FTL,Evening,4.0,87.0,17.0,22.5439,3,Gurgaon_Bilaspur_HB (Haryana),Neemrana_Rcocmplx_D (Rajasthan)
IND000000ACB,IND302014AAA,FTL,Afternoon,1.6180555555555556,32.0,18.0,24.53695,18,Gurgaon_Bilaspur_HB (Haryana),Jaipur_Hub (Rajasthan)
IND000000ACB,IND302014AAA,FTL,Morning,1.6055555555555556,34.0,21.0,25.61685,108,Gurgaon_Bilaspur_HB (Haryana),Jaipur_Hub (Rajasthan)
IND000000ACB,IND302014AAA,FTL,Night,1.5625,30.0,18.0,24.737949999999998,144,Gurgaon_Bilaspur_HB (Haryana),Jaipur_Hub (Rajasthan)
IND000000ACB,IND302022AAD,FTL,Afternoon,1.625,31.0,18.0,25.4745,9,Gurgaon_Bilaspur_HB (Haryana),Jaipur_RIICO_L (Rajasthan)
IND000000ACB,IND302022AAD,FTL,Evening,1.5238095238095237,32.0,21.0,24.9241,171,Gurgaon_Bilaspur_HB (Haryana),Jaipur_RIICO_L (Rajasthan)
IND000000ACB,IND328001AAA,FTL,Morning,1.5,33.5,23.5,25.11545,50,Gurgaon_Bilaspur_HB (Haryana),Dholpur_GtRoad_D (Rajasthan)
IND000000ACB,IND382430AAB,FTL,Afternoon,1.657142857142857,24.0,18.0,25.5702,30,Gurgaon_Bilaspur_HB (Haryana),Ahmedabad_East_H_1 (Gujarat)
IND000000ACB,IND382430AAB,FTL,Evening,1.6,35.0,18.0,25.588,527,Gurgaon_Bilaspur_HB (Haryana),Ahmedabad_East_H_1 (Gujarat)
IND000000ACB,IND390022AAA,FTL,Evening,1.5625,30.0,20.0,26.4288,385,Gurgaon_Bilaspur_HB (Haryana),Vadodara_Karelibaug_DPC (Gujarat)
IND000000ACB,IND411033AAA,FTL,Evening,1.5,29.0,19.0,25.61515,1120,Gurgaon_Bilaspur_HB (Haryana),Pune_Tathawde_H (Maharashtra)
IND000000ACB,IND421302AAG,FTL,Afternoon,1.6521739130434783,33.0,20.0,27.0475,637,Gurgaon_Bilaspur_HB (Haryana),Bhiwandi_Mankoli_HB (Maharashtra)
IND000000ACB,IND421302AAG,FTL,Evening,1.6875,32.0,20.0,27.8911,47,Gurgaon_Bilaspur_HB (Haryana),Bhiwandi_Mankoli_HB (Maharashtra)
IND000000ACB,IND421302AAG,FTL,Morning,1.631578947368421,32.0,20.0,27.1352,933,Gurgaon_Bilaspur_HB (Haryana),Bhiwandi_Mankoli_HB (Maharashtra)
IND000000ACB,IND462022AAA,FTL,Evening,1.3616557734204795,34.0,28.0,27.31145,26,Gurgaon_Bilaspur_HB (Haryana),Bhopal_Trnsport_H (Madhya Pradesh)
IND000000ACB,IND462022AAA,FTL,Night,1.4545454545454546,37.0,27.0,27.946550000000002,432,Gurgaon_Bilaspur_HB (Haryana),Bhopal_Trnsport_H (Madhya Pradesh)
IND000000ACB,IND474003AAA,FTL,Morning,1.5,42.0,28.0,32.3621,13,Gurgaon_Bilaspur_HB (Haryana),Gwalior_HrihrNgr_I (Madhya Pradesh)
IND000000ACB,IND501359AAE,FTL,Afternoon,1.6,33.0,21.0,28.537300000000002,168,Gurgaon_Bilaspur_HB (Haryana),Hyderabad_Shamshbd_H (Telangana)
IND000000ACB,IND501359AAE,FTL,Evening,1.588235294117647,32.0,19.0,26.6752,1470,Gurgaon_Bilaspur_HB (Haryana),Hyderabad_Shamshbd_H (Telangana)
IND000000ACB,IND521225AAB,FTL,Morning,1.44375,34.0,20.0,26.418950000000002,62,Gurgaon_Bilaspur_HB (Haryana),Vijayawada_Rynapadu_H (Andhra Pradesh)
IND000000ACB,IND521225AAB,FTL,Night,1.5,34.0,22.0,27.83625,624,Gurgaon_Bilaspur_HB (Haryana),Vijayawada_Rynapadu_H (Andhra Pradesh)
IND000000ACB,IND562132AAA,FTL,Afternoon,1.5294117647058822,32.0,20.0,27.218,151,Gurgaon_Bilaspur_HB (Haryana),Bangalore_Nelmngla_H (Karnataka)
IND000000ACB,IND562132AAA,FTL,Evening,1.5,33.0,20.0,27.05905,2988,Gurgaon_Bilaspur_HB (Haryana),Bangalore_Nelmngla_H (Karnataka)
IND000000ACB,IND562132AAA,FTL,Morning,1.4545454545454546,30.0,19.0,26.9541,1759,Gurgaon_Bilaspur_HB (Haryana),Bangalore_Nelmngla_H (Karnataka)
IND000000ACB,IND562132AAA,FTL,Night,1.4210526315789473,28.0,19.0,26.7323,77,Gurgaon_Bilaspur_HB (Haryana),Bangalore_Nelmngla_H (Karnataka)
IND000000ACB,IND600056AAB,FTL,Morning,1.625,32.0,19.0,26.585,786,Gurgaon_Bilaspur_HB (Haryana),MAA_Poonamallee_HB (Tamil Nadu)
IND000000ACB,IND600056AAB,FTL,Night,1.5714285714285714,31.0,20.0,27.067,229,Gurgaon_Bilaspur_HB (Haryana),MAA_Poonamallee_HB (Tamil Nadu)
IND000000ACB,IND712311AAA,FTL,Afternoon,1.6666666666666667,29.0,17.0,24.0617,895,Gurgaon_Bilaspur_HB (Haryana),Kolkata_Dankuni_HB (West Bengal)
IND000000ACB,IND712311AAA,FTL,Evening,1.6666666666666667,30.0,17.0,24.6205,1429,Gurgaon_Bilaspur_HB (Haryana),Kolkata_Dankuni_HB (West Bengal)
IND000000ACB,IND712311AAA,FTL,Night,1.6396103896103895,29.0,17.0,24.25855,538,Gurgaon_Bilaspur_HB (Haryana),Kolkata_Dankuni_HB (West Bengal)
IND000000ACB,IND751002AAB,FTL,Night,1.5,35.0,21.0,28.5922,853,Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa)
IND000000ACB,IND821115AAB,FTL,Night,1.75,32.0,18.0,24.8682,665,Gurgaon_Bilaspur_HB (Haryana),Sasaram_Central_I_2 (Bihar)
IND000000ACB,IND834002AAB,FTL,Night,1.5454545454545454,30.0,19.0,26.6801,727,Gurgaon_Bilaspur_HB (Haryana),Ranchi_Hub (Jharkhand)
IND000000ACB,IND842001AAA,FTL,Morning,1.6966911764705883,30.5,18.0,25.5353,360,Gurgaon_Bilaspur_HB (Haryana),Muzaffrpur_Bbganj_I (Bihar)
IND000000ACB,IND842001AAA,FTL,Night,1.588235294117647,30.0,18.0,25.9493,360,Gurgaon_Bilaspur_HB (Haryana),Muzaffrpur_Bbganj_I (Bihar)
IND000000ACK,IND501359AAF,Carting,Afternoon,2.3166666666666664,22.0,9.0,11.34255,94,Hyderabad_Chikdply_C (Telangana),Hyderabad_Shamshbd_P (Telangana)
IND000000ACN,IND501359AAF,Carting,Afternoon,2.4652777777777777,20.5,9.0,11.31375,16,Hyderabad_Mhdiptnm_C (Telangana),Hyderabad_Shamshbd_P (Telangana)
IND000000ACN,IND501359AAF,Carting,Evening,1.9642857142857144,17.5,9.0,11.466999999999999,16,Hyderabad_Mhdiptnm_C (Telangana),Hyderabad_Shamshbd_P (Telangana)
IND000000ACT,IND000000ACB,Carting,Afternoon,1.4722222222222223,13.5,9.0,9.059249999999999,10,Delhi_Gateway_HB (Delhi),Gurgaon_Bilaspur_HB (Haryana)
IND000000ACT,IND000000ACB,Carting,Evening,1.3875,13.0,9.0,9.64235,52,Delhi_Gateway_HB (Delhi),Gurgaon_Bilaspur_HB (Haryana)
IND000000ACT,IND000000ACB,Carting,Morning,1.75,17.0,9.0,9.817,35,Delhi_Gateway_HB (Delhi),Gurgaon_Bilaspur_HB (Haryana)
IND000000ACT,IND000000ACB,Carting,Night,1.5555555555555556,14.0,9.0,9.5194,103,Delhi_Gateway_HB (Delhi),Gurgaon_Bilaspur_HB (Haryana)
IND000000ACT,IND000000ACB,FTL,Evening,1.1666666666666667,27.0,24.0,25.0395,113,Delhi_Gateway_HB (Delhi),Gurgaon_Bilaspur_HB (Haryana)
IND000000ACT,IND131028AAB,Carting,Afternoon,1.5694444444444444,20.0,13.0,10.65695,64,Delhi_Gateway_HB (Delhi),Sonipat_Kundli_H (Haryana)
IND000000ACT,IND131028AAB,Carting,Evening,1.3333333333333333,17.0,12.0,10.6315,55,Delhi_Gateway_HB (Delhi),Sonipat_Kundli_H (Haryana)
IND000000ACT,IND131028AAB,Carting,Morning,1.98,24.5,12.5,10.707699999999999,36,Delhi_Gateway_HB (Delhi),Sonipat_Kundli_H (Haryana)
IND000000ACT,IND131028AAB,Carting,Night,1.2583333333333333,17.5,11.0,10.5389,20,Delhi_Gateway_HB (Delhi),Sonipat_Kundli_H (Haryana)
IND000000ACT,IND160002AAC,FTL,Night,1.75,30.0,18.0,23.864,210,Delhi_Gateway_HB (Delhi),Chandigarh_Mehmdpur_H (Punjab)
IND000000ADM,IND683511AAA,Carting,Evening,1.5454545454545454,17.0,11.0,10.1465,3,Cochin_Kdvantra_D (Kerala),Aluva_Peedika_H (Kerala)
IND000000ADV,IND600044AAC,Carting,Afternoon,1.4833333333333334,18.0,12.0,13.24225,48,Chennai_Mdhavram_C (Tamil Nadu),Chennai_Chrompet_PC (Tamil Nadu)
IND000000ADV,IND600044AAC,Carting,Evening,1.5,17.5,12.0,12.813500000000001,24,Chennai_Mdhavram_C (Tamil Nadu),Chennai_Chrompet_PC (Tamil Nadu)
IND000000AEL,IND000000ACB,Carting,Afternoon,1.2023809523809523,12.0,9.5,10.492799999999999,6,Delhi_PunjabiB_L (Delhi),Gurgaon_Bilaspur_HB (Haryana)
IND000000AEL,IND000000ACB,Carting,Evening,1.5,12.5,10.0,10.79025,72,Delhi_PunjabiB_L (Delhi),Gurgaon_Bilaspur_HB (Haryana)
IND000000AEL,IND000000ACB,Carting,Morning,1.7321428571428572,14.5,10.0,11.27235,24,Delhi_PunjabiB_L (Delhi),Gurgaon_Bilaspur_HB (Haryana)
IND000000AEM,IND110037AAB,Carting,Evening,1.8181818181818181,19.0,11.0,10.6434,15,Gurgaon_Bilaspur_RP (Haryana),Del_B_RPC (Delhi)
IND000000AEM,IND110037AAB,Carting,Morning,1.9670329670329672,19.0,10.5,11.316949999999999,26,Gurgaon_Bilaspur_RP (Haryana),Del_B_RPC (Delhi)
IND000000AEM,IND110037AAB,Carting,Night,2.166666666666667,20.5,7.5,8.9847,10,Gurgaon_Bilaspur_RP (Haryana),Del_B_RPC (Delhi)
