node_id,betweenness_centrality,in_degree,out_degree,clustering_coefficient,delayed_trips,avg_delay_factor,node_name,sla_breach_score,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15
IND122004AAA,0.0,0,2,0.0,175.0,1.4871392496392497,Gurgaon_Begumpur_CP (Haryana),0.0,-0.0016339014750701853,-0.0022015648276480977,0.0014748078637693515,-0.0021592702293545857,-0.0010393942060210517,0.0011693261878977636,0.0005908324820180251,0.002183509811771961,0.0010899756375816498,0.00020037299857927687,0.00041507505737578077,-0.001094284225277558,-0.0019690779244108257,-0.0006368289511365858,-0.003104924788838842,-0.0013719344076449508
IND302014AAA,0.0404896399490214,10,8,0.06,791.0,1.6806514950477798,Jaipur_Hub (Rajasthan),32.027305199675965,-0.0016339014750703202,-0.0022015648276480105,0.0014748078637692316,-0.0021592702293546993,-0.0010393942060209695,0.0011693261878978104,0.0005908324820182193,0.0021835098117720135,0.001089975637579669,0.00020037299857982848,0.00041507505737649905,-0.0010942842252758993,-0.0012937247869847651,0.0015159032521214894,-0.003351122641471522,-0.003745720512678096
IND305001AAC,0.0100413036180801,5,4,0.0857142857142857,186.0,1.929552881758764,Ajmer_FoySGRRD_I (Rajasthan),1.8676824729629145,-0.0016339014750703577,-0.002201564827648168,0.0014748078637691832,-0.002159270229354761,-0.0010393942060209355,0.0011693261878977816,0.0005908324820182568,0.002183509811772037,0.00108997563757849,0.00020037299858011404,0.00041507505737645113,-0.0010942842252748108,-0.0015199722535060322,0.0018935814808917096,-0.004278987730901678,-0.005060309855821081
IND306401AAB,0.0118799896376081,3,4,0.1578947368421052,622.0,1.7363381716322892,Pali_Nayagaon_I (Rajasthan),7.389353554592291,-0.0016339014750703128,-0.0022015648276481822,0.0014748078637692372,-0.002159270229354748,-0.0010393942060210114,0.0011693261878977712,0.0005908324820182301,0.002183509811772026,0.0010899756375791323,0.00020037299858010403,0.0004150750573765561,-0.0010942842252754004,-0.0014527598883169594,0.0017074615843405369,-0.0038449102050009303,-0.004540945808992541
IND342005AAD,0.0052417648174905,2,4,0.1,69.0,1.85687149859944,Jodhpur_Basni_I (Rajasthan),0.3616817724068479,-0.0016339014750703339,-0.002201564827648081,0.001474807863769223,-0.002159270229354727,-0.0010393942060209712,0.0011693261878978078,0.0005908324820182391,0.0021835098117720265,0.0010899756375791032,0.00020037299858001667,0.0004150750573766271,-0.0010942842252753921,-0.0014282193542579152,0.0017186978305069325,-0.003851275714776234,-0.004465963466171446
IND342601AAA,0.0,1,2,0.3333333333333333,18.0,1.8815476190476188,Piparcity_BsstdDPP_D (Rajasthan),0.0,-0.0016339014750703384,-0.0022015648276480573,0.0014748078637692257,-0.0021592702293547154,-0.0010393942060209704,0.0011693261878978137,0.0005908324820182359,0.002183509811772027,0.001089975637579214,0.00020037299857998456,0.0004150750573766222,-0.00109428422527547,-0.0014021663282799705,0.0016828942450689069,-0.00376111452552449,-0.004328970178098181
IND342902A1B,0.0014033013704628,2,1,0.1666666666666666,90.0,2.0,Unknown_Source,0.1262971233416524,-0.001633901475070331,-0.002201564827648049,0.0014748078637692264,-0.0021592702293547115,-0.0010393942060209684,0.0011693261878978109,0.0005908324820182315,0.0021835098117720174,0.0010899756375793112,0.00020037299857995027,0.0004150750573765859,-0.0010942842252755652,-0.0013786711529119842,0.0016467738302924978,-0.003672354865175129,-0.004202418938017691
IND000000ACK,0.0,0,1,0.0,94.0,2.3166666666666664,Hyderabad_Chikdply_C (Telangana),0.0,-0.015867236464820515,-0.013240636908228125,0.01625326755360254,-0.004056401632179573,-0.027869621033327963,0.0036340893228708157,-0.024377368418033018,0.01828193679819878,0.005852617274755308,0.02754763537878114,-0.004040437786787322,-0.004950219560705932,1.3846961538342337e-15,1.4930342708015617e-15,8.080620595406926e-16,1.796200008231497e-15
IND462022AAA,0.0296377118080324,13,9,0.0550660792951541,1450.0,1.994942948546268,Bhopal_Trnsport_H (Madhya Pradesh),42.97468212164712,-0.0016339014750702625,-0.0022015648276480504,0.0014748078637692732,-0.002159270229354686,-0.001039394206021023,0.0011693261878977872,0.000590832482018018,0.0021835098117719857,0.0010899756375818126,0.00020037299857978411,0.00041507505737551677,-0.0010942842252788271,-0.001100985507366792,0.001462068552676873,-0.0027139710567408767,-0.0005888583099234182
IND209304AAA,0.0403593894432334,16,13,0.0288220551378446,1513.0,1.879137675302368,Kanpur_Central_H_6 (Uttar Pradesh),61.06375622761218,-0.0016339014750701864,-0.0022015648276480556,0.0014748078637693213,-0.0021592702293546026,-0.0010393942060210417,0.0011693261878977798,0.0005908324820180144,0.0021835098117719497,0.0010899756375815596,0.0002003729985795428,0.0004150750573753331,-0.0010942842252802843,-0.0029155576773070365,-0.003294705721958773,-0.00714669375685225,0.00932248288336373
IND206122AAA,0.0004053738488258,1,1,0.0,58.0,1.4330357142857144,Auraiya_AryaNagr_D (Uttar Pradesh),0.0235116832318986,-0.0016339014750701795,-0.0022015648276480703,0.0014748078637693324,-0.0021592702293545983,-0.001039394206021045,0.001169326187897776,0.0005908324820180303,0.0021835098117719506,0.001089975637581585,0.00020037299857946243,0.0004150750573754675,-0.0010942842252794297,-0.0026211776642347333,-0.002452310288640166,-0.005884594874663327,0.005917995863467602
IND206001AAA,0.0004031846111184,1,1,0.0,257.0,1.36,Etawah_MhraChng_D (Uttar Pradesh),0.103618445057431,-0.0016339014750701823,-0.002201564827648083,0.0014748078637693426,-0.002159270229354586,-0.001039394206021052,0.00116932618789777,0.0005908324820180348,0.002183509811771955,0.0010899756375816166,0.00020037299857937832,0.00041507505737561613,-0.001094284225278527,-0.0023030176991077657,-0.0015730642708335432,-0.00453537349668952,0.0023987049516583556
IND000000ACB,0.2202276862799696,45,49,0.0265099124020285,22419.0,1.6664238175459112,Gurgaon_Bilaspur_HB (Haryana),4937.28449871064,-0.001633901475070192,-0.0022015648276480916,0.0014748078637693482,-0.0021592702293545926,-0.0010393942060210578,0.001169326187897767,0.0005908324820180322,0.0021835098117719623,0.0010899756375816361,0.00020037299857928763,0.000415075057375784,-0.0010942842252775592,-0.0019485082548822497,-0.0006268235725158078,-0.003052939100343189,-0.0013459381491919345
