node_id,betweenness_centrality,in_degree,out_degree,clustering_coefficient,delayed_trips,avg_delay_factor,node_name,sla_breach_score
IND642126AAA,0.0,2,1,1.0,65.0,1.2973484848484849,Udumalpet_Artclgrd_D (Tamil Nadu),0.0
IND642001AAA,5.837967219814061e-06,2,2,0.5,106.0,1.350829725829726,Pollachi_Venkatsa_DC (Tamil Nadu),0.0006188245253002905
IND184104AAA,0.0010106980749303093,2,4,0.6153846153846154,69.0,1.3787741425241424,Kathua_BOB_D (Jammu & Kashmir),0.06973816717019135
IND181152AAA,0.00020213961498606186,3,1,0.8,10.0,1.4722222222222223,Jammu_TrnptNgr_L (Jammu & Kashmir),0.0020213961498606187
IND184121AAA,0.00040391435702088536,3,4,0.4444444444444444,75.0,1.3867998321123323,Samba_Wardno13_D (Jammu & Kashmir),0.0302935767765664
IND110043AAA,0.0012117430710626561,3,2,0.0,85.0,1.762079831932773,Delhi_Nangli_IP (Delhi),0.10299816104032578
IND821307AAA,0.0,1,1,0.0,15.0,2.0661764705882355,DehriSone_Dilliyan_D (Bihar),0.0
IND824101AAA,0.0008085584599442474,2,2,0.0,22.0,1.9014496396849339,AurngbadBR_Mahindra_D (Bihar),0.017788286118773443
IND754211AAA,0.0016134681903761114,1,1,0.0,2.0,1.303030303030303,Kendrpara_Kapleswr_D (Orissa),0.003226936380752223
IND754202AAA,0.0016112789526686812,1,1,0.0,2.0,8.833333333333332,Cuttack_SliprDPP_DC (Orissa),0.0032225579053373624
IND683565AAA,0.0004031846111184086,1,1,0.5,26.0,1.8232600732600732,Kunnathund_Pringla_D (Kerala),0.010482799889078624
IND000000ACT,0.0,0,3,1.0,585.0,1.561820987654321,Delhi_Gateway_HB (Delhi),0.0
IND110037AAK,0.0,1,1,0.0,177.0,1.6765160765160765,Delhi_Kapshera_L (Delhi),0.0
