node_id,node_name
IND516269AAA,Rayachoti_Madnpali_D (Andhra Pradesh)
IND516390AAA,Pulivendula_RTCStand_D (Andhra Pradesh)
IND282002AAD,Unknown_Source
IND444203AAA,Shegaon_SChwkDPP_D (Maharashtra)
IND303901AAA,Chaksu_TonkRoad_D (Rajasthan)
IND721212AAA,Ghatal_KrshDPP_D (West Bengal)
IND560043AAC,HBR Layout PC (Karnataka)
IND841424AAA,Chhapra_Prbhunth_D (Bihar)
IND841226AAB,Siwan_HnmntNgr_D (Bihar)
IND244301AAA,Sambhal_Khwssrai_D (Uttar Pradesh)
IND243301AAB,Aonla_KdidmCLY_D (Uttar Pradesh)
IND263002AAA,Nainital_Sookhtal_D (Uttarakhand)
IND263645AAA,Ranikhet_Subhash_D (Uttarakhand)
IND263601AAA,Almora_SuzkiSrv_D (Uttarakhand)
IND621211AAA,Musiri_ThryrRD_D (Tamil Nadu)
IND621010AAA,Thuraiyur_Mthrapuri_D (Tamil Nadu)
IND621212AAA,Perambalur_goplpurm_D (Tamil Nadu)
IND621704AAA,Ariyalur_Kmrajngr_D (Tamil Nadu)
IND608301AAA,Lalpet_PriyrNGR_D (Tamil Nadu)
IND743235AAA,Bongaon_SukntDPP_D (West Bengal)
IND743270AAA,Helencha_ColnyDPP_D (West Bengal)
IND244235AAA,Gajraula_JawaharN_D (Uttar Pradesh)
IND244221AAA,Amroha_SamitiRd_D (Uttar Pradesh)
IND462042AAA,Bhopal_Kolar Mandakni (Madhya Pradesh)
IND641001AAA,Coimbatore_Ukkadam_D (Tamil Nadu)
IND530012AAC,Vizag_Gajuwaka_L (Andhra Pradesh)
IND741201AAC,Ranaghat_ArickDPP_D (West Bengal)
IND581303AAA,Karwar_Central_D_1 (Karnataka)
IND581400AAB,Mallapur_ShtDRDPP_D (Karnataka)
IND581325AAA,Dandeli_RKComplx_D (Karnataka)
IND574227AAA,Moodbidri_MrdiVlge_D (Karnataka)
IND574104AAA,Karkala_MarketRd_D (Karnataka)
IND574216AAA,Dhrmsthala_Beltngdi_D (Karnataka)
IND700136AAB,CCU_Hub (West Bengal)
IND635601AAB,Tiruppattur_KoilStrt_D (Tamil Nadu)
IND635207AAA,Uthangarai_RgstrOFC_D (Tamil Nadu)
IND673573AAA,Thamarassery_Chungam_D (Kerala)
IND673592AAA,SultnBthry_Kollgpra_D (Kerala)
IND736135AAA,Dinhata_WrdN4DPP_D (West Bengal)
IND210501AAB,Bewar_BndhuTRH_D (Uttar Pradesh)
IND396232AAA,Silvassa_Samrvrni_D (Dadra and Nagar Haveli)
IND562125AAA,Bengaluru_Sarjapur_D (Karnataka)
IND416510AAA,Sawantwadi_LaxmiNgr_D (Maharashtra)
IND201204AAA,Modinagar_SikriKla_DC (Uttar Pradesh)
IND251201AAA,Khatauli_TilakNgr_D (Uttar Pradesh)
IND454001AAA,Dhar_Trimurti_D (Madhya Pradesh)
IND457001AAA,Ratlam_Khjurwli_DC (Madhya Pradesh)
IND457226AAA,Jaora_RtlamNka_D (Madhya Pradesh)
IND785690AAB,Sonari_Central_DPP_1 (Assam)
IND575004AAB,Mangalore_Kuntikna_H (Karnataka)
IND208012AAA,Kanpur_Central_D_7 (Uttar Pradesh)
IND788026AAC,Silchar_Sirikona_H (Assam)
IND388320AAA,Anand_Vaghasi_IP (Gujarat)
IND671323AAD,Manjeshwar_Central_D_1 (Kerala)
IND671315AAA,Kanhangad_Arangadi_D (Kerala)
IND695012AAA,Trivandrum_Mnanthla_H (Kerala)
IND735224AAA,Mainaguri_MilpaDPP_D (West Bengal)
IND736146AAA,Mathabhang_Pshimpra_D (West Bengal)
IND202001AAB,Aligarh_KhirByps_I (Uttar Pradesh)
IND344001AAA,Barmer_Nehru3PL_D (Rajasthan)
IND345001AAA,Jaisalmer_Gopa3PL_D (Rajasthan)
IND801103AAA,Bihta_ShivNgar_D (Bihar)
IND802301AAA,Arrah_Katira_D (Bihar)
IND458664AAA,Neemuch_KarjuDPP_D (Madhya Pradesh)
IND312403AAA,BariSadri_BhmprDPP_D (Rajasthan)
IND814112AAA,Deoghar_Barmasia_D (Jharkhand)
IND814133AAB,Godda_Central_D_2 (Jharkhand)
IND816109AAA,Sahebganj_BaraLoha_D (Jharkhand)
IND384355AAB,Vadnagar_BsstdDPP_D (Gujarat)
IND385001AAA,Palanpur_DC (Gujarat)
IND385535AAA,Deesa_HawaiPlr_DC (Gujarat)
IND680012AAA,Arimbur_Veluthur_D (Kerala)
IND679303AAA,Sankaramangalam_Central_D_1 (Kerala)
IND679531AAA,Shoranur_KdrShrRd_D (Kerala)
IND680587AAA,Pazhayannur_AlathurRD_D (Kerala)
IND610001AAA,Thiruvarur_Bypasrd_D (Tamil Nadu)
IND614715AAA,Thirthurpondi_Madaprum_D (Tamil Nadu)
IND614809AAA,Pushpavanam_Thmpulam_D (Tamil Nadu)
IND826004AAA,Dhanbad_Kalynpur_I (Jharkhand)
IND523226AAA,Chimkurthy_MSRClgRd_D (Andhra Pradesh)
IND523316AAB,Markapur_VidyaNgr_D (Andhra Pradesh)
IND177001AAA,Hamirpur_GutmgrCl_D (Himachal Pradesh)
IND224001AAA,Faizabad_TrnspNgr_D (Uttar Pradesh)
IND224141AAB,Gosainganj_Pakrela_D (Uttar Pradesh)
IND607001AAA,Cuddalore_KtsiGrsm_D (Tamil Nadu)
IND608001AAA,Chidambaram_ARBNorth_DC (Tamil Nadu)
IND609110AAA,Sirkazhi_Pngktgudi_D (Tamil Nadu)
IND609602AAA,Karaikal_Thalthru_DC (Pondicherry)
IND611001AAA,Nagapttinm_Sttyapar_D (Tamil Nadu)
IND500010AAB,Hyderabad_Alwal_L (Telangana)
IND520011AAA,Vijayawada (Andhra Pradesh)
IND521185AAA,Nandigama_Chndrlpd_D (Andhra Pradesh)
IND600008AAA,Chennai_Egmore_C (Tamil Nadu)
IND000000ACN,Hyderabad_Mhdiptnm_C (Telangana)
IND732103AAB,Malda_Central_I_3 (West Bengal)
IND732202AAA,Manikchak_Enayetpr_D (West Bengal)
IND732204AAB,Paranpur_Nijgan_D (West Bengal)
IND732139AAA,Samsi_RatuaDPP_D (West Bengal)
IND261201AAB,Biswan_PatelNGR_D (Uttar Pradesh)
IND261001AAA,Sitapur_Chowk_D (Uttar Pradesh)
IND262701AAA,Lakhimpur_Maheva_D (Uttar Pradesh)
IND262802AAA,Gola_BkgnRoad_D (Uttar Pradesh)
IND248197AAA,Dehradun_Selakui_D (Uttarakhand)
IND248122AAB,Mussoorie_BrlwgDPP_D (Uttarakhand)
IND401209AAA,Mumbai_Virar_DC (Maharashtra)
IND271001AAA,Gonda_KotwaliN_D (Uttar Pradesh)
IND387001AAA,Nadiad_DC (Gujarat)
IND388220AAA,Umreth_Dakor_DC (Gujarat)
IND382721AAA,Gandhinagar_Kalol_DC (Gujarat)
IND571432AAB,Nagamangala_MandyaRD_D (Karnataka)
IND571426AAA,Krishnarajpet_MuruPost_D (Karnataka)
IND676306AAA,Tirurangadi_Kooriyad_D (Kerala)
IND676509AAA,Malappuram_Munduprm_D (Kerala)
IND247667AAA,Roorkee_Dc (Uttarakhand)
IND400015AAA,Mumbai_CottonGreen_DPC (Maharashtra)
IND577201AAA,Shimoga_DC (Karnataka)
IND249201AAA,Rishikesh_DC (Uttarakhand)
IND272001AAA,Basti_GndhiNgr_D (Uttar Pradesh)
IND411033AAB,Pune_Chinchwad DC (Maharashtra)
IND147101AAA,Samana_PODPP_D (Punjab)
IND380005AAA,Amd_Chandkheda_Dc (Gujarat)
IND205001AAB,Mainpuri_Agraroad_I (Uttar Pradesh)
IND209625AAA,Farrukhbad_Pnchlght_D (Uttar Pradesh)
IND241124AAB,Shahabad_KDRoad_D (Uttar Pradesh)
IND242307AAB,Tilhar_SingCLNY_D (Uttar Pradesh)
IND242221AAA,Jalalabad_farukngr_D (Uttar Pradesh)
IND151001AAA,Bhatinda_DPC (Punjab)
IND768216AAA,Brajrajnagar_LamtiDPP_D (Orissa)
IND770001AAA,Sundargarh_DiyoDPP_D (Orissa)
IND465669AAB,Narsinghgarh_Central_D_1 (Madhya Pradesh)
IND465683AAA,Pachore_Shop3DPP_D (Madhya Pradesh)
IND523002AAA,Ongole_SubhVRTL_I (Andhra Pradesh)
IND341505AAA,Makrana_Mwalibad_D (Rajasthan)
IND341503AAB,Degana_BhukrdPP_D (Rajasthan)
IND341510AAB,Merta_Central_DPP_1 (Rajasthan)
IND283203AAA,Firozabad_Sudmpuri_D (Uttar Pradesh)
IND504201AAA,Chinnur_AsnsdhRD_D (Telangana)
IND505184AAC,Manthani_Chaitnya_D (Telangana)
IND361001AAA,Jamnagar_Dc (Gujarat)
IND515401AAB,Gooty_StatonRd_D (Andhra Pradesh)
IND231208AAA,Duddhi_MChwkDPP_D (Uttar Pradesh)
IND231217AAA,Renukoot_Govind_D (Uttar Pradesh)
IND231225AAB,Anpara_Parasi_D (Uttar Pradesh)
IND486886AAA,Singrauli_Waidhan_D (Madhya Pradesh)
IND486889AAA,Singrauli_Ward8DPP_D (Madhya Pradesh)
IND231205AAA,Chopan_PreetDPP_D (Uttar Pradesh)
IND600076AAB,Chennai_Madhavaram_DPC (Tamil Nadu)
IND383001AAA,Himmatnagar_DC (Gujarat)
IND787001AAA,LakhimpurN_SashPhkn_D (Assam)
IND787057AAA,Dhemaji_WardNo3_D (Assam)
IND791125AAB,Likabali_ZoomCDPP_D (Arunachal Pradesh)
IND396191AAC,Vapi_IndEstat_I (Gujarat)
IND713130AAA,Katwa_BSarani_D (West Bengal)
IND741123AAB,Chapra_NagarDPP_D (West Bengal)
IND741126AAB,Nakashipara_MaxDPP_D (West Bengal)
IND741156AAA,Plassey_BtaiRoad_D (West Bengal)
IND363001AAA,Surendranagar_DC (Gujarat)
IND363421AAB,Limbdi_Busstand_D (Gujarat)
IND689101AAA,Tiruvalla_TKRoad_D (Kerala)
IND670643AAA,Kuthuparamba_IdstrlAr_D (Kerala)
IND174021AAA,Ghumarwin_Gndhichk_D (Himachal Pradesh)
IND176048AAA,Jahu_Sulgwan_D (Himachal Pradesh)
IND175015AAA,JognderNgr_Dhelu_D (Himachal Pradesh)
IND134109AAA,Chandigarh_Panchkula (Chandigarh)
IND600044AAE,Chennai_Chrompet_L (Tamil Nadu)
IND442001AAA,Wardha_RamaNgr_D (Maharashtra)
IND442101AAB,Deoli_Central_DPP_2 (Maharashtra)
IND743513AAA,Fatepur_NH117_D (West Bengal)
IND148101AAA,Barnala_DC (Punjab)
IND251001AAA,Muzaffrngr_MhmodNgr_D (Uttar Pradesh)
IND247554AAA,Deoband_Ramvlg_D (Uttar Pradesh)
IND274001AAA,Deoria_CCRoad_D (Uttar Pradesh)
IND274304AAA,Kushinagar_KasyaDPP_D (Uttar Pradesh)
IND274304AAB,Padrauna_BawliDPPP_D (Uttar Pradesh)
IND274301AAB,Kaptanganj_Subshngr_D (Uttar Pradesh)
IND474003AAA,Gwalior_HrihrNgr_I (Madhya Pradesh)
IND641664AAA,Tirpur_Palladam_DC (Tamil Nadu)
IND638657AAA,Dharapuram_Techrcly_D (Tamil Nadu)
IND638701AAA,Kangayam_Thvlrsrt_D (Tamil Nadu)
IND400037AAA,Mumbai Antop Hill (Maharashtra)
IND343001AAA,Jalore_RoopNgr_D (Rajasthan)
IND343029AAB,Bhinmal_RwStnDPP_D (Rajasthan)
IND360575AAA,Porbandar_DC (Gujarat)
IND360530AAB,Jamjodhpur_Court_D (Gujarat)
IND205135AAA,Shikohabad_Katrmira_D (Uttar Pradesh)
IND500055AAC,Hyderabad_North_D_2 (Telangana)
IND501401AAC,Medchal_MROoffce_D (Telangana)
IND641006AAD,Coimbatore_ElngoNgr_C (Tamil Nadu)
IND144001AAA,Jalandhar_DC (Punjab)
IND600016AAC,Chennai_Perungudi_DPC (Tamil Nadu)
IND203001AAA,Bulndshahr_Ymunpurm_D (Uttar Pradesh)
IND462001AAA,Bhopal_Old City (Madhya Pradesh)
IND125001AAA,Hisar_ModelTwn_P (Haryana)
IND335513AAA,Hanumangarh_DC (Rajasthan)
IND400015AAB,Mumbai_CotnGren_M (Maharashtra)
IND686507AAA,Parakkdavu_KeRoad_D (Kerala)
IND686513AAA,Mundakayam_Central_D_1 (Kerala)
IND788151AAA,Hailakandi_kalibari_D (Assam)
IND788713AAA,Karimganj_Alngjuri_D (Assam)
IND781018AAA,Guwahati_East (Assam)
IND638401AAA,Sathyamangalam_Mlydpthr_D (Tamil Nadu)
IND638501AAB,Anthiyour_TherSRT_D (Tamil Nadu)
IND209101AAA,Akbarpur_NehruNGR_D (Uttar Pradesh)
IND136118AAA,Kurukshetra_DC (Haryana)
IND136128AAA,Pehowa_WdN14DPP_D (Haryana)
IND136027AAA,Kaithal_DC (Haryana)
IND126112AAA,Safidon_HatRDDPP_D (Haryana)
IND000000ABG,Hyderabad_Bownplly_C (Telangana)
IND643217AAA,Kotagiri_CroslySRT_D (Tamil Nadu)
IND465001AAA,Shajapur_MhpraRD_D (Madhya Pradesh)
IND465333A1B,Unknown_Source
IND400072AAC,BOM_Sakinaka_RP (Maharashtra)
IND584101AAA,Raichur_LSRoad_DC (Karnataka)
IND335804AAD,Suratgarh_Central_DPP_2 (Rajasthan)
IND335703AAA,Srivijaynagar_BhwanDPP_D (Rajasthan)
IND585330AAE,Humnabad_EBroad_D (Karnataka)
IND585401AAA,Bidar (Karnataka)
IND502286AAB,Narayankhed_Datatrya_D (Telangana)
IND502220AAC,Zahirabad_Mohim_D (Telangana)
IND423106AAA,Manmad_Malegaon_D (Maharashtra)
IND423105AAA,Malegaon_Rawlgaon_D (Maharashtra)
IND402107AAA,Pen_BljiMrkt_D (Maharashtra)
IND402109AAA,Roha_DataSagr_D (Maharashtra)
IND402301AAA,Mahad_Govndsgr_D (Maharashtra)
IND576101AAA,Udupi (Karnataka)
IND576201AAA,Kundapura_DC (Karnataka)
IND581320AAA,Bhatkal_KmkshBul_D (Karnataka)
IND581334AAA,Honnavar_Prbhtngr_D (Karnataka)
IND581343AAC,Kumta_Central_DPP_2 (Karnataka)
IND581314AAA,Ankola_Kakrmath_D (Karnataka)
IND303008AAB,Dudu_NrainaRD_D (Rajasthan)
IND303338AAB,Phulera_NarenaRD_D (Rajasthan)
IND303603AAB,Renwal_ChomuRD_D (Rajasthan)
IND756032AAA,Jaleswar_NaturDPP_D (Orissa)
IND431122AAA,Beed_JalnaRd_D (Maharashtra)
IND431127AAA,Georai_Bazarrd_D (Maharashtra)
IND414502AAA,Shevgaon_VidyaNgr_D (Maharashtra)
IND431107AAB,Paithan_SantaNGR_D (Maharashtra)
IND700028AAB,CCU_DumDum_DPC (West Bengal)
IND842003AAB,Jabalpur_Adhartal_IP (Madhya Pradesh)
IND160055AAA,Chandigarh_Mohali (Chandigarh)
IND282001AAF,Agra_Central_D_3 (Uttar Pradesh)
IND679329AAA,Nilambur_StteHW28_D (Kerala)
IND742101AAC,Baharampur_Chuanpur_I (West Bengal)
IND391110AAD,Dabhoi_Central_DPP_3 (Gujarat)
IND523230AAA,Kanigiri_Tiglgndi_D (Andhra Pradesh)
IND523105AAA,Kandukur_LICOffce_D (Andhra Pradesh)
IND506002AAA,Warangal_HunterRd_I (Telangana)
IND506132AAA,Khanpur_Nrsampt_D (Telangana)
IND122001AAJ,Mahbubabad_Yellanda_D (Telangana)
IND140001AAA,RoopNagar_ChotiHvl_DC (Punjab)
IND140118AAA,AnandprShb_PnjPiara_D (Punjab)
IND683572AAA,Angamaly_CivilStn_D (Kerala)
IND680307AAA,Chalakudy_SurbhiTh_D (Kerala)
IND680712AAA,Irinjlkuda_Greens_D (Kerala)
IND151302AAA,TalwandiSabo_Wardno3_D (Punjab)
IND151506AAA,Jhunir_BhaRDDPP_D (Punjab)
IND246001AAA,Pauri_Khndyusn_D (Uttarakhand)
IND804452AAA,Masaurhi_Blockrd_D (Bihar)
IND804420AAA,Jehanabad_Madarpur_D (Bihar)
IND803116AAA,Rajgir_PnditNGR_D (Bihar)
IND843329AAB,Sheohar_Ward9DPP_D (Bihar)
IND135001AAA,YamunaNagar_DC (Haryana)
IND173025AAA,PaontSahib_Gurudwar_D (Himachal Pradesh)
IND731237AAB,Morgram_Kntgorya_D (West Bengal)
IND731224AAA,Rampurhat_SrifoDPP_D (West Bengal)
IND506143AAA,Ghanpur_Palakrty_D (Telangana)
IND506167AAB,Jangaon_Hanmkond_D (Telangana)
IND533201AAA,Amalapuram_Vijdurg_D (Andhra Pradesh)
IND533262AAA,Draksharamam_Anaipeta_D (Andhra Pradesh)
IND503111AAC,Kamareddy_Devenply_I (Telangana)
IND503185AAA,Bodhan_SuryaDPP_D (Telangana)
IND503187AAA,Banswada_Menagrdn_D (Telangana)
IND503122AAA,Yellareddy_JKRoad_D (Telangana)
IND502110AAA,Medak_Dwaraka_D (Telangana)
IND603001AAA,Chennai_Chnglptu_DC (Tamil Nadu)
IND603301AAA,Malemruvathur_Achipkam_D (Tamil Nadu)
IND802213AAB,Dinara_Wardno7_D (Bihar)
IND802212AAA,Bikramgang_Dehrird_D (Bihar)
IND560064AAD,Bengaluru_Bagaluru_D (Karnataka)
IND562108AAA,Gauribidanur_Gurukrpa_D (Karnataka)
IND143001AAA,Amritsar_DPC (Punjab)
IND110078AAA,Janakpuri (Delhi)
IND144401AAB,Phagwara_Lovely_D (Punjab)
IND632006AAA,Vellore_GndhiNgr_IP (Tamil Nadu)
IND632301AAA,Arani_KrthiKyn_D (Tamil Nadu)
IND606803AAA,Polur_StationRD_D (Tamil Nadu)
IND606801AAB,Chetpet_Blmrgnst_D (Tamil Nadu)
IND507159AAA,Kusumnchi_SKRoad_D (Telangana)
IND585104AAA,Gulbarga_Nehrugnj_I (Karnataka)
IND585211AAA,Chittapur_GlbrgaRD_D (Karnataka)
IND142401AAA,Khanna_DC (Punjab)
IND201001AAC,Ghaziabad_Central_L_8 (Uttar Pradesh)
IND411036AAA,Pune_Mundhawa_L (Maharashtra)
IND415003AAA,Satara_DC (Maharashtra)
IND421802AAA,Khandala_Satara_D (Maharashtra)
IND285205AAB,Konch_Central_D_2 (Uttar Pradesh)
IND210431AAA,Rath_Mughlpra_D (Uttar Pradesh)
IND110093AAA,Delhi_Shahdara (Delhi)
IND400016AAB,Mumbai_MhimWest_C (Maharashtra)
IND123401AAB,Rewari_YuktiDPP_D (Haryana)
IND110024AAA,Delhi_Lajpat_IP (Delhi)
IND110014AAA,Delhi_Bhogal (Delhi)
IND134203AAA,Naraingarh_Ward2DPP_D (Haryana)
IND140501AAA,Lalru_OnkarDPP_D (Punjab)
IND583201AAA,Hospet (Karnataka)
IND583227AAA,Gangavathi_PhrmPlza_D (Karnataka)
IND583231AAA,Koppal_Banikatt_D (Karnataka)
IND421302AAF,Mumbai_Kalyan (Maharashtra)
IND845401AAA,Motihari_RajaBzr_D (Bihar)
IND845305AAA,Raxaul_KairiyaT_D (Bihar)
IND505209AAA,Ramagundam_Pdmavati_D (Telangana)
IND843320AAA,Pupri_SngihiRD_D (Bihar)
IND713103AAA,Bardhaman_Bankura_D (West Bengal)
IND713364AAB,Rupnarayanpur_Salanpur_D (West Bengal)
IND421401AAC,Murbad_SnkunDPP_D (Maharashtra)
IND421601AAB,Asangaon_Shahapur_D (Maharashtra)
IND560300AAB,Bangalore_East_I_20 (Karnataka)
IND473443AAA,Mungaoli_AshkngRd_D (Madhya Pradesh)
IND470113AAA,Bina_Srvdycwk_D (Madhya Pradesh)
IND470117AAA,Khurai_Talaiya_D (Madhya Pradesh)
IND416602AAC,Kankavali_NrdawDPP_D (Maharashtra)
IND335051AAA,RaisingNgr_BisnolDPP_D (Rajasthan)
IND851127AAA,Manjhaul_Purbari_D (Bihar)
IND302020AAA,Jaipur_VarunCly_DC (Rajasthan)
IND246701AAA,Bijnor_NaginaRd_D (Uttar Pradesh)
IND246763AAA,Najibabad_KotdwrRD_D (Uttar Pradesh)
IND246761AAA,Dhampur_NaginaRD_D (Uttar Pradesh)
IND244501AAA,Kanth_Dayanand_D (Uttar Pradesh)
IND244601AAB,Thakurdwara_Fathuluh_D (Uttar Pradesh)
IND803101AAA,BiharSarif_Soghra_D (Bihar)
IND805110AAD,Nawada_Central_DPP_2 (Bihar)
IND621802AAA,Jayamkondan_Chithbrm_D (Tamil Nadu)
IND532001AAB,Srikakulam_Kuslpram_I (Andhra Pradesh)
IND620020AAA,Tiruchi (Tamil Nadu)
IND614602AAA,Pattukotai_anthniyr_D (Tamil Nadu)
IND614804AAA,Peravurani_SH71_D (Tamil Nadu)
IND614616AAA,Aranthangi_HsptlRod_D (Tamil Nadu)
IND630002AAA,Karaikudi_Sbrmnprm_D (Tamil Nadu)
IND622407AAA,Ponnamaravathi_Puduvalvu_D (Tamil Nadu)
IND415709AAA,Khed_Mahad_D (Maharashtra)
IND246174AAA,SrinagarUK_Srikot_D (Uttarakhand)
IND246444AAB,Karnaprayag_Umalodge_D (Uttarakhand)
IND246424AAA,Chamoli_CGRoad_D (Uttarakhand)
IND570020AAA,Mysore_Yadvgiri_IP (Karnataka)
IND571105AAA,Hunsur_RatnaDPP_D (Karnataka)
IND571213AAA,Gonikoppal_Thomas_D (Karnataka)
IND571114AAA,HDKote_BegurRD_D (Karnataka)
IND500039AAD,Hyderabad_Uppal_L (Telangana)
IND201301AAM,Noida_Sector63_L (Uttar Pradesh)
IND410206AAA,Jasai_JNPT_D (Maharashtra)
IND764020AAC,Koraput_GhtimDPP_D (Orissa)
IND764001AAC,Jeypore_Kelasahi_D (Orissa)
IND641607AAA,Tirupur_Koliplm_I (Tamil Nadu)
IND413709AAA,Shrirampur_DavkharRd_D (Maharashtra)
IND423109AAA,Shirdi_SaiBansi_D (Maharashtra)
IND423601AAA,Kopargaon_NkshtrPz_D (Maharashtra)
IND423701AAB,Vaijiapur_YeolaRD_D (Maharashtra)
IND246149AAA,Kotdwara_Nzbadrd_D (Uttarakhand)
IND722202AAA,Barjora_Central_DPP_1 (West Bengal)
IND722101AAA,Bankura_KeranDPP_D (West Bengal)
IND577598AAC,Hiriyur_TahurDPP_D (Karnataka)
IND303702AAB,Chomu_ShsmlDPP_D (Rajasthan)
IND332404AAA,Reengus_Shop2DPP_D (Rajasthan)
IND332001AAB,Sikar_FatehpRd_I (Rajasthan)
IND334001AAC,Bikaner_ITICollg_L (Rajasthan)
IND341303AAA,Didwana_KatlaDPP_D (Rajasthan)
IND341306AAA,Sujangarh_LdnunDPP_D (Rajasthan)
IND756100AAC,Bhadrak_Central_I_2 (Orissa)
IND758001AAA,Kendujhar_Sirjudin_D (Orissa)
IND757037AAA,Karanjia_Sarubali_D (Orissa)
IND303106AAA,Paota_SmClyDPP_D (Rajasthan)
IND530026AAA,Vizag_Gajuwaka (Andhra Pradesh)
IND531036AAA,Chodavaram_BaljiDPP_D (Andhra Pradesh)
IND785621AAA,Golaghat_BaruaRd_D (Assam)
IND785682AAA,Sivasagar_Babupaty_D (Assam)
IND221010AAB,Varanasi_MahmurGj_IP (Uttar Pradesh)
IND506001AAC,Warangal_Central_D_2 (Telangana)
IND505467AAA,Husnabad_Greenmkt_D (Telangana)
IND505122AAA,Jammikunta_ConduDPP_D (Telangana)
IND500008AAD,Hyderabad_Tolichwk_L (Telangana)
IND577432AAA,Thirthahalli_NadthiCx_D (Karnataka)
IND577126AAA,Koppa_Sangetha_D (Karnataka)
IND843109AAB,Kanti_Central_DPP_2 (Bihar)
IND843126AAA,Saraiya_Wardno4_D (Bihar)
IND522647AAA,Vinukonda_Kothapet_D (Andhra Pradesh)
IND813102AAA,Banka_Wardno6_D (Bihar)
IND812002AAA,Bhagalpur_Pbroad_DC (Bihar)
IND509358AAA,Kadthal_GndhiDPP_D (Telangana)
IND509324AAA,Kalwakurthy_VidyaNGR_D (Telangana)
IND508248AAB,Devarakonda_DindiRD_D (Telangana)
IND508377AAB,Haliya_PeroorRD_D (Telangana)
IND560067AAC,Bengaluru_Kadugodi_D (Karnataka)
IND562114AAA,Hoskote_DC (Karnataka)
IND508001AAA,Nalgonda_HydRoad_DC (Telangana)
IND412105AAC,Pune_North_D_3 (Maharashtra)
IND586128AAA,Sindagi_KalyanNg_D (Karnataka)
IND586211AAA,Indi_SindgiRD_D (Karnataka)
IND585314AAA,Aland_RazaviRd_D (Karnataka)
IND854105AAB,Katihar_Central_D_2 (Bihar)
IND521301AAA,Gudivada_GvrCompx_D (Andhra Pradesh)
IND226004AAA,Lucknow_Hub (Uttar Pradesh)
IND583119AAA,Sandur_WrdN1DPP_D (Karnataka)
IND212601AAA,Fatehpur_Kotwali_D (Uttar Pradesh)
IND210001AAA,Banda_GayatriN_D (Uttar Pradesh)
IND210427AAA,Mahoba_Mlkpura_D (Uttar Pradesh)
IND643001AAA,Ooty_Davisdle_D (Tamil Nadu)
IND509001AAA,Mahabubnagar_DC (Telangana)
IND509203AAA,Bijnapally_nagar_D (Telangana)
IND509301AAA,Jadcherla_Badeplly_D (Telangana)
IND425406AAA,Shindkheda_KakaCplx_D (Maharashtra)
IND123001AAA,Narnaul_DC (Haryana)
IND209721AAB,Chhibramau_Bhainpura_D (Uttar Pradesh)
IND207247AAB,Aliganj_KaimgnjRD_D (Uttar Pradesh)
IND305802AAA,Kishangarh_Central_D_2 (Rajasthan)
IND341512AAA,Parbatsar_AjmhwDPP_D (Rajasthan)
IND431001AAB,Aurangabad_Pratpngr_D (Maharashtra)
IND400072AAI,Mumbai_Chndivli_D (Maharashtra)
IND853204AAA,Naugchia_Vijayght_D (Bihar)
IND845412AAB,Chakia_Wardno10_D (Bihar)
IND452001AAC,Jalgaon_DC (Maharashtra)
IND425201AAA,Bhusawal_Samarth_D (Maharashtra)
IND425508AAB,Raver_Truptingr_D (Maharashtra)
IND450331AAA,Burhanpur_StRoad_D (Madhya Pradesh)
IND630561AAA,Sivaganga_Wardno3_D (Tamil Nadu)
IND641654AAA,Avinashi_Valluvar_D (Tamil Nadu)
IND422011AAD,Nashik_TgrniaRD_I (Maharashtra)
IND411021AAA,PNQ Pashan DPC (Maharashtra)
IND828401AAB,Gomoh_KhsmiDPP_D (Jharkhand)
IND396321AAA,Bilimora_DC (Gujarat)
IND396580AAB,Vansda_CikhliRD_D (Gujarat)
IND586101AAA,Bijapur_KirtiNgr_D (Karnataka)
IND798601AAA,Mokokchung_Central_D_1 (Nagaland)
IND841301AAC,Unknown_Source
IND841405AAA,Barauli_SiwanRd_D (Bihar)
IND518501AAA,Nandyal_SrnvsNgr_D (Andhra Pradesh)
IND271210AAA,Tulsipur_Central_DPP_1 (Uttar Pradesh)
IND396445AAA,Navsari_DC (Gujarat)
IND396001AAA,Valsad_DC (Gujarat)
IND621306AAA,Manapparai_BypassRd_D (Tamil Nadu)
IND625106AAA,Melur_MduraiRD_D (Tamil Nadu)
IND480886AAA,Lakhnadon_Central_DPP_1 (Madhya Pradesh)
IND480661AAA,Seoni_Kidwai_D (Madhya Pradesh)
IND480001AAA,Chhindwara_NagpurRd_D (Madhya Pradesh)
IND481661AAA,Mandla_Mharajpr_D (Madhya Pradesh)
IND643231AAA,Coonoor_Fairybnk_D (Tamil Nadu)
IND281401AAA,Chhata_GvrdnDPP_D (Uttar Pradesh)
IND321022AAA,Kaman_BsstdDPP_D (Rajasthan)
IND792130AAB,Khonsa_Central_D_1 (Arunachal Pradesh)
IND591302AAB,Khanapur_StatinRD_D (Karnataka)
IND125005AAA,Hisar_IndstlAr_I (Haryana)
IND125104AAA,Sirsa_AnprnDPP_D (Haryana)
IND181152AAB,Jammu_Central_I_1 (Jammu & Kashmir)
IND401104AAB,Mumbai_MiraRoad_M (Maharashtra)
IND416404AAA,Jath_Shivprsad_D (Maharashtra)
IND560085AAA,Bengaluru_Banshkri_DC (Karnataka)
IND000000AEM,Gurgaon_Bilaspur_RP (Haryana)
